material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_ev,energy_above_hull_ev,band_gap_ev,is_metal,bulk_modulus_gpa,shear_modulus_gpa,poisson_ratio,density_g_cm3,nsites,volume_a3,melting_point_k,is_stable,crystal_code,crystal_system_code,category_code,material_cluster,embed1,embed2,embed3
mp-524953,Ne3Ag3,2,hexagonal,182,Metal,1.737132820207411,0.516884369402656,-0.8335982496475897,1,-1.1273747552486724,-1.0018268754902646,0.1654117566852398,1.040684672467073,0.853815362224904,1.086845286349564,-0.2082810645411003,0,1,1,7,4,-0.9166848759097705,-0.8992542509686494,-2.687868290494316
mp-573363,Ce4Re2,2,tetragonal,117,Metal,0.2870420701045109,-0.1450022632215642,-0.8335982496475897,1,0.4725156820291015,0.5614014595574722,-0.6922028859253785,1.0473103094039589,-1.0383098576944425,-0.6265464458597627,0.0301867450694812,1,4,4,7,1,1.2084510876851955,1.0207033810992892,-0.2585921409791396
mp-729830,Ga2Mg2Li4,3,tetragonal,79,Alloy,0.7559560188680973,0.2079094531026988,-0.8335982496475897,1,-0.1531975803171066,0.0128294497307572,-0.4119256935262138,-0.4887913067529835,-0.4977026520032005,-0.500842213065949,0.0607595411734019,0,4,4,0,3,1.5295146089489924,0.8340285367694916,-0.42437353592623117
mp-67042,TePbMn4Bi3,4,hexagonal,172,Oxide,-1.6091228837426752,-0.6084646376714998,2.7168163022275,0,2.1056950635320204,2.5539888194713347,-0.9607319325353564,-1.4240522680544412,0.3132081565336622,-0.580420264570132,1.3432883377328757,1,1,1,9,2,-1.3271798490388318,2.34806802516486,4.014824864636812
mp-234607,C2V3Nb,3,tetragonal,124,Halide,-1.2379603801345769,-0.5276776182719698,1.881448009254428,0,-0.206578780163857,-0.1821414643822077,0.0294689268389375,-0.3970785428371434,3.016244184989872,1.7414571281523423,-1.7659650260358608,1,4,4,5,3,1.227133819628881,0.4263690690191998,-0.22938065730315027
mp-352036,Pd2Rh2H2,3,monoclinic,3,Chalcogenide,0.104856815373302,-0.2456317084385227,-0.1372593920242924,0,-1.3613484775168343,-1.0923902882587126,-0.6150007850250094,-0.9731602386126872,-0.7680062548488215,-0.7273472899135505,-1.263042530126365,1,2,2,4,3,1.1478977170264566,-1.4833654866469663,0.11421482862282335
mp-491984,Ag2Cl3Sc4,3,tetragonal,94,Semiconductor,0.0073051347515109,-0.6509841215659894,0.3016763967228516,0,-0.9505866835958484,-0.8212768869773709,-0.0460548675201179,-0.4720528555440089,-0.4977026520032005,-0.5136649352777383,-0.4253479168789374,1,4,4,12,3,1.9249917908126954,-1.4954590351664725,0.49866728119071313
mp-435487,CdNi,2,cubic,220,Alloy,1.0689870431705142,-0.4398040182233582,-0.8335982496475897,1,-0.1491553513754819,0.3802746340205758,-1.217512833356148,1.9445610377517035,-1.0383098576944425,-0.7067181419107877,0.1616497683163402,1,0,0,0,4,-2.1303091867107105,0.8819246367808389,-0.8151843843192408
mp-911999,Ga4Al4In,3,triclinic,2,Alloy,0.0116999544928339,0.4998765758448601,-0.8335982496475897,1,-0.2990744894751529,-0.2086759674863389,-0.343115125332407,2.1380993798554724,-0.7680062548488215,-0.2597928448207162,-0.0386020461643403,0,5,5,0,3,2.5904698782384425,1.364302843618247,-1.2658761767890832
mp-960257,Co3Zn3Zr3C,4,orthorhombic,27,Ceramic,-1.5366083580108456,-0.7898811022879885,1.4528401214189812,0,-0.0101740092355014,0.0184055409627849,0.0915662688674955,-0.526801539706697,-0.2273990491575796,-0.7226129746524849,3.0156202846173388,1,3,3,3,1,1.3613330358604292,1.0403375519630185,2.946934411854452
mp-847965,NCa4Ce3,3,tetragonal,108,Semiconductor,0.4489845187544742,-0.5461027279595819,0.1300743508054161,0,-0.0006628823140312,-0.2054072243503227,0.4557587883322784,-0.5149451367670065,0.853815362224904,0.7625224292960563,-0.7692918730480454,1,4,4,12,3,1.5504335646150924,-0.4162185238335779,-0.5655740657498886
mp-749126,Al3S,2,orthorhombic,59,Semiconductor,0.440261467449727,-0.5701971021664592,-0.5471976128270549,0,-0.642069504080665,-0.6128464423043394,0.339955636981725,-0.7273142364808721,-0.4977026520032005,-0.4798420372214099,-0.5583395799309925,1,3,3,12,3,1.4318783191210056,-1.4377492402914087,-0.0561431713479696
mp-373745,Pb2Pt4,2,tetragonal,86,Intermetallic,0.0561808573292547,-0.2442143923087064,-0.8335982496475897,1,0.8096851313952135,0.0274426543388296,0.9172930871931776,0.0123160763156942,-0.2273990491575796,-0.148959407925297,-0.7157894798661841,1,4,4,6,3,1.5369467986101637,0.49160089473246527,-0.4811729419677189
mp-804120,Be3B2Ga,3,hexagonal,186,Metal,0.5288237440551758,-0.4015364827183176,-0.8335982496475897,1,0.0541449865709394,-0.4432563572475,1.0733755955352282,-0.3329144798694072,-0.2273990491575796,-0.4447279622757,0.5254660419529968,1,1,1,7,0,-0.8116513332784479,-0.7095862006844283,-0.10755004220321304
mp-869649,Ce4B3W3,3,orthorhombic,44,Perovskite,-1.7827182635249343,-0.7813772055090906,-0.2854250474113374,0,-0.1764998412747083,0.2266437066278155,-0.9070261232133606,0.2477005464419003,-0.7680062548488215,-0.5083814988108436,-0.6974458022038317,1,3,3,10,3,1.3036530727929194,-0.14102715729642049,1.0878646398556022
mp-428523,P4Sr2,2,cubic,212,Chalcogenide,0.8656267478674763,0.9803467438525918,-0.5261445840455178,0,-0.9504677945093302,-0.4845963439677045,-1.3114979996696403,-0.3496529310783819,-0.7680062548488215,-0.7026813589922615,-0.4284051964893295,0,0,0,4,0,-1.7416312951478408,-0.954569388040431,-0.5473159451998184
mp-893352,KTeZr4Sr2,4,hexagonal,169,Oxide,-1.983814560779412,-0.3023243536311754,2.93251054049872,0,0.0730483513273611,-0.7914736407372235,1.914207172732722,-1.4721753152802433,0.3132081565336622,-0.686682638454867,0.7578192923427942,1,1,1,9,2,-0.4239975349645867,-1.4770185957485529,3.2469827053705633
mp-828019,In3Mo4NW,4,trigonal,164,Metal,0.6777149098369679,-0.2952377729820938,-0.8335982496475897,1,-0.6533639672999106,-0.4219133873593944,-0.6938811924666907,0.901895014525992,-0.7680062548488215,-0.4754787498021204,0.5101796439010364,1,6,6,7,3,2.486568387470119,0.19050355701123134,-0.6028869768901106
mp-402430,As2Nb2Fe2,3,hexagonal,191,Metal,0.834929597856114,-0.045790134134422,-0.8335982496475897,1,-0.0145729054366813,1.0021049458956537,-2.0465962647644558,1.1801717658751951,0.3132081565336622,0.9565699905450662,0.2350244789657499,0,1,1,7,4,-1.4286721331353982,1.3420046246322224,-1.2995649420370257
mp-976942,TaN,2,cubic,210,Alloy,0.2823143094736937,0.2022401885834334,-0.8335982496475897,1,-0.4466158458444564,-0.749172258977014,0.930719539523677,-0.3095503917235471,0.3132081565336622,0.1714899184600659,-1.4510652261654775,0,0,0,0,0,-1.7098512959793402,-0.8791864265510303,-1.2513075248788532
mp-850623,PTi3Cu,3,orthorhombic,36,Metal,0.8746161518838189,1.4948324989759147,-0.8335982496475897,1,0.1260728839145565,0.359316222148472,-0.7207340971276883,0.1549416293254991,3.016244184989872,4.4421687884421,0.3343860663034922,0,3,3,7,4,0.682533474476102,2.1072303386402056,-3.6370169720238925
mp-637414,Sn2Ge2,2,cubic,210,Boride,0.2656006768210865,-0.3009070375013591,-0.1320954415684436,0,1.7797011882986358,-0.0181274705573959,1.5953289298833735,1.2537512076479795,0.853815362224904,0.8837594868748829,-2.071692987075068,1,0,0,1,4,-2.0962505725559977,0.8779636348445179,-1.5772815435763656
mp-863477,NbTe,2,tetragonal,104,Metal,0.6114596728276284,-0.1294117857935847,-0.8335982496475897,1,-0.1669887143532381,-0.4603691889595847,0.860230664788558,0.2714133523212809,-0.4977026520032005,-0.2707455867099528,-0.151721391748847,1,4,4,7,3,1.5898821354575725,-0.2919862266124078,-0.760425043446855
mp-982395,Pt2Mg2,2,cubic,230,Halide,-2.861113804596545,-0.7842118377687232,1.1573032645611754,0,-1.0143112339696976,-0.7760913200971472,-0.4589182766829595,0.8638847815722788,-0.4977026520032005,-0.2205232580471116,-0.6424147692167744,1,0,0,5,0,-1.670773338442894,-1.253666309560177,1.687748864903114
mp-743825,Cr4Ba4,2,tetragonal,138,Intermetallic,0.856171226605842,-0.0443728180046056,-0.8335982496475897,1,-0.3639879307141856,-0.5453565104960053,0.5480656481044583,1.8898123535890157,0.3132081565336622,1.4717495694083074,-0.2923562538268823,0,4,4,6,4,1.1586026961385574,0.4091672943245281,-2.4316846152638485
mp-451504,Cu4Li4,2,hexagonal,187,Oxide,-1.0565075953602552,-0.3661035794729097,2.908676923010187,0,0.7456039137618091,0.6083175375097044,-0.2860527029277865,0.0513724624699684,0.3132081565336622,-0.107048102918245,2.4148648411752967,1,1,1,9,2,-1.1545939188039045,0.976236427419093,2.857678293402123
mp-400010,MnFe2Sc,3,cubic,226,Metal,0.0723617845586713,0.4630263564696358,-0.8335982496475897,1,0.1452140268440148,0.1395413160033844,-0.0930474506768645,-1.0376730193139436,3.016244184989872,0.6476522094821107,-0.6026701342816775,0,0,0,7,0,-2.0394400159335624,-0.0797811350300224,-1.2281768141589335
mp-91942,Te4Mn2CoAs2,4,hexagonal,193,Ceramic,-1.5042465035520125,-0.7516135667829479,0.2079308346012895,0,-0.0019706622657335,-0.848388227105505,1.927633625063221,0.2114339021557885,0.853815362224904,1.0750317598674062,0.5483956390309374,1,1,1,3,0,-0.8676491831631223,-0.2882300399799907,0.25919259364836905
mp-470304,Bi2Ta4,2,trigonal,159,Intermetallic,0.4003751488883257,-0.5092525085843577,-0.8335982496475897,1,0.174698520300572,1.2557209574489083,-1.883800530257156,2.0223250923267315,3.016244184989872,5.673268849683237,0.2258526401345737,1,6,6,6,4,1.5142537924065114,3.7957010027058793,-3.9043663793494034
mp-700384,Li3Ar4,2,tetragonal,80,Chalcogenide,0.3004928820400753,0.7776705372888584,0.3477547238673482,0,-1.1971626490349587,-0.9301068055059096,-0.4404569047285236,-0.6453655691036005,-0.7680062548488215,-0.7477686623249186,-0.5094231061647193,0,4,4,4,3,1.844797139792779,-0.9078407504120009,0.035611803234447015
mp-29540,NiAg3,2,orthorhombic,58,Intermetallic,-0.6162931512710659,-0.6821650764219485,-0.8335982496475897,1,0.464074556886297,0.6675394719739975,-0.2860527029277865,0.0259160679229863,-0.2273990491575796,-0.2629094786916372,-0.365730964476292,1,3,3,6,1,0.9658358398681054,0.8719142700123409,0.2321196873053856
mp-6048,Y4Cr2CoH2,4,hexagonal,185,Nitride,0.3307239148061457,-0.7799598893792743,-0.4363712915053778,0,1.680547690142311,2.0955956643970657,-0.9506620932874824,0.8042540491403068,-0.7680062548488215,-0.2548507539682558,-0.2266247422034528,1,1,1,8,2,-1.4265341916902994,1.9985665812479658,0.4027452949054391
mp-51344,Cl2,1,tetragonal,90,Alloy,1.063060695337518,2.40900140270744,-0.8335982496475897,1,-0.0339518265391764,-0.3655756380151155,0.7393925938140672,-0.3890580349661765,0.3132081565336622,-0.0841037411827982,-1.6314447231786096,0,4,4,0,4,1.415765562505798,0.2718287956294998,-2.213532009791459
mp-543732,Sn4Fe3,2,monoclinic,3,Ceramic,-1.8953854605297609,-0.5120871408439903,1.2204623509057877,0,1.5070885129120015,2.167892571405423,-1.0731784708032848,0.0412596481978796,-0.7680062548488215,-0.5274078065371328,1.532839673577184,1,2,2,3,1,0.2892420641650906,3.009339269520211,2.876695974079004
mp-832213,Ge3Cr,2,orthorhombic,49,Phosphide,0.1032586991037301,0.6486947694755734,-0.1416288885638567,0,-1.4679919881238173,-1.2350613121954188,-0.343115125332407,0.5971157154292457,-0.7680062548488215,-0.5785354431339083,0.0959182566929107,0,3,3,11,3,1.523089382541449,-1.6101126988969214,-0.40872772695693016
mp-338168,Re3,1,hexagonal,172,Semiconductor,1.1993001073185316,-0.0401208696151567,0.3004847158484249,0,-0.6121094542780345,-0.4665221172156151,-0.2843743963864743,-0.8849346520320499,0.3132081565336622,-0.323743203629281,0.4230471750048624,0,1,1,12,0,-0.7373975842673258,-1.2893773647226041,0.030518802545648316
mp-64667,SbCo2,2,monoclinic,8,Intermetallic,1.5909717697194712,1.5968792603226891,-0.8335982496475897,1,-1.369076268140529,-1.0722009924186129,-0.717377484045064,1.26560761058767,-0.2273990491575796,0.2138761391045916,0.5850829943556421,0,2,2,6,4,0.8140149573014906,-0.45997695792546256,-2.2524754060516794
mp-45635,Mo3,1,orthorhombic,69,Intermetallic,1.063060695337518,-0.564527837647194,-0.8335982496475897,1,0.1788596383287151,-0.7843593174411881,2.050150002579023,-1.302349779055855,3.016244184989872,0.2688327830284986,0.7929780078623031,1,3,3,6,3,1.079331749213213,-0.12950136223702438,-1.1604226122271115
mp-149693,Sn3Ta,2,monoclinic,8,Ceramic,-2.4174367752566166,-0.676495811902683,0.5940354379155193,0,1.6325164991888874,2.477846332302957,-1.0815700035098466,0.1507570165232553,-0.4977026520032005,-0.2283148427244141,0.1799934459786926,1,2,2,3,1,0.2055870029299871,3.0386118594524785,2.3270207270538066
mp-644942,Al3,1,hexagonal,183,Sulfide,-0.7738407801797063,-0.7969676829370701,-0.4415352419612265,0,-0.7548952471866032,-0.9324141536019208,0.9877819619282976,-1.1890165156617558,-0.2273990491575796,-0.5834775339863687,-0.3152858509048228,1,1,1,14,0,-0.4709765110671449,-2.5137163911097713,0.8241450223072209
mp-995283,TiH2He2,3,orthorhombic,29,Ceramic,-0.8751879869417312,-0.7218499280568053,2.083239303990672,0,0.2566131009117323,0.4721839998450307,-0.4371002916458993,0.4646029766915299,0.853815362224904,1.4813517699534782,0.8266080835766159,1,3,3,3,1,0.9973748938792277,1.830405552655781,0.932653089261825
mp-655034,Sc2Sb3P,3,cubic,209,Nitride,0.4715579110621788,-0.2144507535825637,-0.457424320286915,0,-0.4910803642023288,-0.2661673908786235,-0.5478685233725152,0.0294032452581893,-0.2273990491575796,0.0243996408662657,-1.4235497096719487,1,0,0,8,0,-1.6735663048577434,-1.107636476280762,-0.711173498815363
mp-303732,Cd2BeNi4P,4,hexagonal,172,Semiconductor,-0.6884081479355029,-0.7275191925760705,-0.0677446743494053,0,-1.5340943202280335,-1.3806165212521393,1.8017606344647936,-0.9613038356729968,1.935029773607388,0.078287724605857,-0.1563073111644351,1,1,1,12,0,-0.3024038906129566,-2.7149629373795197,-0.0463173470801352
mp-2261,NbSb4,2,cubic,223,Ceramic,-2.023634291162915,-0.6722438635132342,2.624659647938506,0,0.0501027576293146,-0.0571601091815891,-0.2541648786428513,-0.7817142029100398,-0.2273990491575796,-0.5132048607539357,2.084678643252953,1,0,0,3,2,-1.8385544207403122,0.19340932765158259,3.559267152444418
mp-749161,Se4Rh3Nb2,3,monoclinic,3,Intermetallic,-0.5630226089519992,-0.6396455925274589,-0.8335982496475897,1,0.0575927700799726,0.2064544107877157,-0.433743678563274,1.1648281856003015,3.016244184989872,3.8988949813995566,1.0390890164988646,1,2,2,6,4,0.34071634979842924,2.1118166150000195,-2.3367481713801714
mp-488130,Al3,1,tetragonal,88,Metal,1.063060695337518,0.1101146401453729,-0.8335982496475897,1,-0.3806324028267582,-0.3665370330551202,-0.1903892300729811,1.7039458016226934,3.016244184989872,4.06789074277183,1.2852000251354263,0,4,4,7,4,1.1013047871176205,1.8007598562364413,-3.707979891864267
mp-39377,Ce2IrCl,3,orthorhombic,30,Carbide,-0.4132657968575222,-0.4936620311563783,-0.6345875436183416,0,0.9577020441105903,1.433579039849789,-0.5814346541987621,-1.7169751642114974,1.935029773607388,-0.7809682336070628,1.222525793122389,1,3,3,2,1,0.9006250923493396,2.234163735064671,1.0780039532736008
mp-378697,V3Ru2,2,cubic,222,Chalcogenide,0.9311495149199286,0.414837608055881,-0.1781737687129402,0,-0.1420220061843794,0.0601300856989915,-0.2138855216513544,-0.3963811073701029,-1.0383098576944425,-0.7828233728159443,1.3173014610445433,0,0,0,4,2,-1.8803352663167885,-0.10758532566191618,0.4562895615016486
mp-439574,K2Sr,2,hexagonal,169,Perovskite,-0.3832345286251484,-0.4794888698582151,-0.6627906576464386,0,-0.3891924170560812,-0.5786207788801699,0.645407427500575,-0.5226169269044533,0.853815362224904,0.8001149702248318,-0.7188467594765763,1,1,1,10,0,-0.7051190105583593,-1.1770358664913347,-0.6389438313139149
mp-397172,Na2,1,hexagonal,173,Metal,1.063060695337518,1.0044411180594688,-0.8335982496475897,1,1.186682424744981,2.138281604173277,-1.5179297042510609,1.263515304186548,0.3132081565336622,0.8190077079280815,-0.535409982853052,0,1,1,7,4,-1.6373288476695997,2.4047448736449324,-1.6794896969300228
mp-398777,RuLa4Au2,3,hexagonal,190,Semiconductor,1.12631946434141,-0.3150801987995223,-0.3406395945931048,0,-0.7839041842970866,-0.3876877239352249,-1.4793286538008767,-1.7169751642114974,-0.4977026520032005,-0.8848708704181005,-0.8166797070091225,1,1,1,12,0,-0.7367370083407431,-1.7741823553709053,0.3141902177615247
mp-723577,Li2ZrAu4,3,tetragonal,94,Halide,-1.1934794772981558,-0.6212204828398467,2.5730201433800186,0,-0.9641400394589432,-0.908379277601802,0.5296042761500226,-1.7169751642114974,-0.4977026520032005,-0.9040455892811,-1.5259685766200832,1,4,4,5,3,1.9904744548238926,-1.6099435652766583,2.333368206526363
mp-439297,Se3C2,2,cubic,226,Halide,-0.2391377116520723,1.032787440655795,1.7368573964906626,0,0.0006448976376706,0.1114685808352456,-0.2306685870644781,-1.2448113530250045,0.853815362224904,-0.5751813514442504,-1.4571797853862616,0,0,0,5,0,-1.9050806979192711,-0.6799589345348617,0.7919634659229462
mp-943052,Pd2Ga2C,3,triclinic,2,Metal,0.2260472991491794,-0.1350810503128499,-0.8335982496475897,1,0.4827401434696819,0.8575111318789379,-0.8264674092303672,0.4384491466775069,-0.2273990491575796,-0.0358404395245357,-1.4525938659706734,1,5,5,7,3,2.530756984880514,1.2609144912344472,-0.8329622845072461
mp-149142,FeCd2,2,hexagonal,181,Metal,0.0397335773882428,-0.7898811022879885,-0.8335982496475897,1,0.4172322567980573,0.5225610999412801,-0.3716463365347169,-0.1428633151008411,0.3132081565336622,-0.0936317361596137,0.6324708283167193,1,1,1,7,2,-1.1068008759991554,0.5439870854163427,0.1627723134497332
mp-315437,FeCl2,2,hexagonal,185,Semiconductor,0.7034179465059176,-0.014609179278463,-0.5201861796733845,0,-0.7874708568926378,-0.7326362642889322,0.259396922998732,-1.01047303609936,-0.2273990491575796,-0.6221386350994602,-0.0997476383721818,0,1,1,12,0,-0.6347841113063394,-1.9499606570960202,-0.0599756864499736
mp-48212,Li4K4Ru4,3,cubic,223,Semiconductor,-0.0862512551963503,0.2064921369728825,-0.5332946692920776,0,-0.4853736880494467,-0.7209072448008742,0.9256846198997396,0.0318442693928313,-0.4977026520032005,-0.5037213891181332,-0.5996128546712854,0,0,0,12,0,-1.4974693524940608,-2.0396559008672153,-0.2111470242916836
mp-786875,Sb4Te3Pd2,3,cubic,210,Halide,-1.2004712359775336,-0.6594880183448872,1.5358605556707037,0,-0.8553565252946301,-0.8474268320655003,0.6135196032156408,-0.7430065344892858,0.3132081565336622,0.0152575148448975,-0.150192751943651,1,0,0,5,0,-1.477735758826552,-1.4483296656414724,1.4489594102159737
mp-721283,O4Be3,2,cubic,229,Metal,0.6873036074543999,0.2546808853866373,-0.8335982496475897,1,-1.5239887478739718,-1.2562120030755235,-0.6754198205122548,0.140992919984687,-0.4977026520032005,-0.0008005701471811,-1.9325867648022288,0,0,0,7,0,-1.6123387302431431,-2.2602280320291,-1.5076416197840419
mp-74630,Ru2W4,2,orthorhombic,28,Semiconductor,0.5466693757320633,2.348056809125337,-0.5634839181108856,0,-0.2890878062076094,0.081088497571095,-0.7459086952473738,-1.0694063330642911,-0.4977026520032005,-0.6735779350833278,0.1922225644202609,0,3,3,12,3,1.350779031326048,-0.44532325491438784,-0.370559673273288
mp-533293,NaCd2B,3,cubic,206,Alloy,0.5453376121740866,0.0817683175490465,-0.8335982496475897,1,1.1815701940246908,0.928462085831289,-0.1232569684204875,1.541443337802231,-0.2273990491575796,0.6763252410945838,0.1203764935760473,0,0,0,0,4,-2.248264908759731,1.987311987265622,-1.1535352237788725
mp-51989,SbSi2,2,orthorhombic,74,Metal,0.5784985247677058,-0.7090940828884584,-0.8335982496475897,1,0.7868584267836853,1.3862784038815543,-1.1319191997492175,2.940498884685694,-0.7680062548488215,-0.3451886128839516,0.9091546330572018,1,3,3,7,4,0.534806377839304,2.3484095340043463,-0.6628273393372278
mp-73849,Sc4Ir,2,hexagonal,189,Metal,0.9151683522242086,1.9171927056611773,-0.8335982496475897,1,-0.865818764908247,-0.9831758117141722,1.0633057562873542,0.19016212041105,0.853815362224904,0.5557857158582965,-0.8289088254506908,0,1,1,7,0,-0.8677394126792445,-1.3598626880910238,-2.3841398897265096
mp-89557,NOs,2,cubic,210,Semiconductor,-0.1588989572839778,0.4389319822627585,-0.3283255588906962,0,-1.3321017622333144,-1.167379101379084,0.3332424108164754,-0.9825756174177354,-0.2273990491575796,-0.4918188159539492,-0.0493025248007126,0,0,0,12,0,-1.3105751697787718,-2.6509987752263107,0.1582637381452055
mp-822038,Ar3Hf3,2,hexagonal,168,Nitride,0.6111267319381343,0.7734185888994094,0.2845956375227365,0,1.225083599690416,-0.049661227869552,1.5365882009374403,-1.50251375809651,-1.0383098576944425,-0.8852715804872189,-0.6485293284375586,0,1,1,8,0,-0.7545694674660733,-0.6774143860129107,0.6748178397948973
mp-255885,NiIr2F,3,cubic,195,Metal,0.4735555563991439,-0.0174438115380956,-0.8335982496475897,1,0.8101606877412869,0.5771683382135504,0.0764615099956841,-0.7663706226351463,3.016244184989872,0.9861483300914732,-0.6500579682427546,0,0,0,7,4,-1.9928532725031034,0.6529649332515248,-1.4007464290511105
mp-804653,CFe2Pt3,3,hexagonal,183,Oxide,-1.4782105259935685,-0.4667330246898682,0.3854912848908582,0,-0.0725907796576483,-1.0608565309465567,2.528467366853047,0.6110644247700578,-0.2273990491575796,0.0932624082999489,1.2148825940964088,1,1,1,9,0,-0.5857209617725888,-1.2246607208947293,0.9107815314078248
mp-982200,Hf3Ga2Ar3,3,cubic,230,Semiconductor,1.922780660189359,1.0880627697186318,0.2468590764992264,0,-0.868672102984688,-0.4672912332476189,-0.8868864447176126,-0.3967298251036233,-1.0383098576944425,-0.8221968473852462,0.1677643275371244,0,0,0,12,0,-1.6829159810576324,-1.7015569700024493,-0.3081148590779484
mp-567116,Pb3Ag3Mn,3,orthorhombic,32,Nitride,-0.4599441095646046,-0.4341347537040929,-0.4737106255707456,0,1.50649406747941,-0.1552224032620743,1.6070770756725596,-1.0857960665397457,-0.2273990491575796,-0.6195859635480392,-1.215654696165288,1,3,3,8,3,1.3929294951496771,-0.08784032889680073,0.5056111055456521
mp-154110,CoLaH3,3,hexagonal,177,Metal,0.7413732079082529,-0.7587001474320295,-0.8335982496475897,1,-0.8343131569808776,-1.2764012989156237,2.751682136847591,2.138796815322513,0.3132081565336622,1.664654364904646,-0.4605066323984462,1,1,1,7,0,-0.6670059227009888,-1.274378608452264,-2.5527848968361075
mp-547889,Se2Co3Ga,3,cubic,224,Silicate,-2.185177210745485,-0.6410629086572751,0.4351446546586347,0,-0.4619525380053269,-0.0990769329257964,-1.170520250199402,0.8998027081248701,-0.4977026520032005,0.1879783957486051,-1.2584566107107769,1,0,0,13,0,-1.703073098753681,-1.215597601745374,0.9357393221004515
mp-994229,C2Ta2Re2,3,orthorhombic,24,Nitride,0.7319176866466184,0.3864912854595548,-0.4002236383144366,0,2.05671275988645,0.2977869395881677,1.3234432701907697,-0.0399915837123512,0.3132081565336622,0.1220838510491326,-1.4464793067498891,0,3,3,8,4,1.1389485823666383,0.9493193161364349,-0.9830785792959545
mp-896859,Ti2Re2,2,monoclinic,14,Nitride,0.7982395118338568,0.7422376340434504,-0.1912822583316331,0,1.5029273948838586,1.0207560096717458,0.2476487772095449,-0.0169762133000112,0.853815362224904,0.5343996710583099,0.3420292653294725,0,2,2,8,4,0.33352696305640345,1.7467063972131838,-0.7274936846761684
mp-666230,MnKBe4La2,4,tetragonal,134,Nitride,-0.8329710821538705,-0.7827945216389068,-0.249277394220396,0,1.6108786854425432,0.4771832540530555,0.860230664788558,-0.8103090570587047,-0.2273990491575796,-0.5286693011991722,-0.4910794285023669,1,4,4,8,1,1.2744089504406566,0.7165767847876724,1.111422390561575
mp-802199,As3Bi2,2,cubic,216,Halide,-1.4544385464836849,-0.7983849990668864,1.927526336398924,0,-0.0866196918668166,0.3139383762602474,-0.9556970129114194,-0.729406542881994,-0.2273990491575796,-0.4240988142729372,-1.3364172407757748,1,0,0,5,2,-1.8129933447446092,-0.4573517616094017,2.0926834267609675
mp-29158,Zr3K4Ge4,3,monoclinic,3,Metal,1.4437453083851497,3.177186745067883,-0.8335982496475897,1,0.4991468374092176,1.5660592763624448,-1.7243614088324817,-1.1524011536421237,-1.0383098576944425,-0.8623717420927851,0.0439445033162455,0,2,2,7,4,0.44403069926755856,1.3173423964112383,-0.6361183243105204
mp-775494,ClArF4,3,hexagonal,184,Oxide,0.2461569288746271,-0.631141695748561,0.9857012186437402,0,1.5420419043484044,1.9423492950203072,-0.7509436148713112,0.3488286891627887,3.016244184989872,3.329857001024066,1.153737001888567,1,1,1,9,4,-1.7389462748061808,3.0739675557608703,-0.7585788584879088
mp-606110,Co3F2,2,tetragonal,130,Ceramic,-1.8532351439197996,-0.5432680956999493,2.1102507371443417,0,1.0208321490518475,0.6288913913658064,0.4020529790102831,-0.2418991514206076,-0.4977026520032005,-0.489488761107594,0.4291617342256465,1,4,4,3,1,1.1661727574622756,1.3602516321498188,2.645821141041168
mp-478191,Pb3CuGa4,3,tetragonal,103,Phosphide,0.6550083411734656,3.5300984613921464,0.1622497344149353,0,-0.7372996623818836,-0.7799369002571663,0.5296042761500226,-1.2472523771596469,0.853815362224904,-0.2703003532998212,-0.880882578827356,0,4,4,11,3,1.6995386278042133,-1.3647730351986331,-1.3754127939681178
mp-106424,Te,1,hexagonal,171,Ceramic,-1.262598005957145,-0.2357104955298085,2.637370910599057,0,-1.694356808854803,-1.4338778064684028,-0.0645162394745547,-0.2017966120657728,1.935029773607388,1.9891256330948648,1.008516220394944,1,1,1,3,0,-0.7869592121044323,-0.7466767244820306,0.6076232284922035
mp-550678,As2Mg,2,orthorhombic,64,Alloy,0.7930456339577477,2.3976628736689087,-0.8335982496475897,1,-0.3306989864890406,-0.4692140233276285,0.3684868481840357,1.4026536798611495,-0.2273990491575796,0.4598824393159559,0.6141271506543668,0,3,3,0,4,0.8653735391311675,0.9494288384701014,-2.19214560683307
mp-568967,AuAs2Ag3,3,hexagonal,177,Alloy,0.4617028607331515,1.035622072915428,-0.8335982496475897,1,0.2743275748029703,0.901158466695154,-1.116814440877406,1.6886022213477998,0.3132081565336622,0.4693213876107453,0.1692929673423204,0,1,1,0,4,-1.4353597858747935,1.9408576284737538,-1.5644373587792102
mp-854890,N3C2,2,orthorhombic,21,Nitride,1.154752616304212,2.6825434157619883,0.1686053657452107,0,1.8733857884751155,0.8398214631428503,0.8400909862928091,-0.8783090150951642,-0.4977026520032005,-0.6874098530247486,-1.3731045961004795,0,3,3,8,3,1.0904259111436967,0.9179900621182989,-0.674963042791635
mp-818258,Ru2Pt3,2,orthorhombic,61,Metal,0.5626505384277835,-0.3179148310591549,-0.8335982496475897,1,-0.3997735457562166,-0.5645844112961005,0.6722603321615727,0.237239014436291,-0.4977026520032005,-0.2044206497140198,0.0729886596149702,1,3,3,7,3,1.240534173064669,-0.4626933381253682,-0.6498250339248877
