material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_ev,energy_above_hull_ev,band_gap_ev,is_metal,bulk_modulus_gpa,shear_modulus_gpa,poisson_ratio,density_g_cm3,nsites,volume_a3,melting_point_k,is_stable,crystal_code,crystal_system_code,category_code
mp-11655,Rh3Ca2,2,tetragonal,133,Ceramic,-0.9984427042324721,-0.23004123101054322,0.8546163224568103,0,-0.17031760877575267,-0.3773046575031736,0.46247201449752806,-0.6014271346800422,-0.22739904915757964,-0.39564839936552976,1.1843097979924881,1,4,4,3
mp-411069,SnV4,2,tetragonal,83,Semiconductor,1.5550807418319998,0.16680728533802566,-0.6699407428929984,0,-0.3348601045171839,-0.4961330844477617,0.42890588367128074,-1.5743496112016928,-0.7680062548488215,-0.8876164764472452,-0.7647059536324573,0,4,4,12
mp-150816,V2Mo2Ne2,3,tetragonal,97,Metal,1.0579999938172067,-0.39161526980960343,-0.8335982496475897,1,2.339193229454109,3.0116128585135984,-1.079891696968534,1.719986817364627,-1.0383098576944425,-0.5927235478034343,0.7945066476674991,1,4,4,7
mp-170248,La4Ir2,2,hexagonal,187,Metal,0.3483031937714379,-0.5078351924545415,-0.8335982496475897,1,-0.9908900839255776,-0.8341595805134348,0.0865313492435581,-0.1418171619002802,-0.7680062548488215,-0.5358524002159616,0.4123466963684901,1,1,1,7
mp-600451,Li4Cd,2,cubic,215,Oxide,-2.5805112229308604,-0.6722438635132342,2.6123456122360977,0,-0.09137525532755142,0.9846075561675669,-2.642395086930344,-0.007212116761442817,-0.7680062548488215,-0.4836413623211993,1.3295305794861114,1,0,0,9
mp-517200,O4Mg,2,cubic,204,Metal,-0.31511482263464163,-0.5985434247627857,-0.8335982496475897,1,-1.372524051649562,-1.1056575398107784,-0.5495468299138274,1.2056281604221775,0.31320815653366224,1.1664381789674176,-0.5904410158401092,1,0,0,7
mp-740043,Zn4W3,2,orthorhombic,34,Oxide,-1.2504789575795576,-0.6694092312536015,1.4965350868146243,0,-0.3567356964365648,-0.6561092191045536,0.9340761526063014,-0.2143504504725037,-0.7680062548488215,-0.5747954824888031,-0.6928598827882436,1,3,3,9
mp-128849,Sb2Sc2,2,orthorhombic,58,Oxide,-0.3366893922738637,-0.5560239408682962,1.4067617942744846,0,-0.5790582882259262,-1.0864296390106833,2.1726663800948263,0.08450064715439763,-0.4977026520032005,-0.20695848015176982,0.28852687214761125,1,3,3,9
mp-270327,CdReWMn2,4,monoclinic,14,Carbide,0.10785328337874957,-0.5092525085843577,0.19760293368959214,0,0.5593047151875155,0.9367300831753298,-0.677098127053567,0.6759259232048345,-0.22739904915757964,-0.12870128776431056,1.0834195708495498,1,2,2,2
mp-772983,MgAs,2,tetragonal,132,Carbide,0.7074798253577465,3.045376344994966,-0.6151234226693731,0,2.516100190193451,2.284798208270002,-0.06955115909849127,0.053464768871090355,-0.4977026520032005,-0.1921025253670463,1.1567942814989594,0,4,4,2
mp-834541,Zn4HfV,3,cubic,195,Metal,1.1551521453716052,1.5642809893369143,-0.8335982496475897,1,-0.4443569532006073,-0.9656784219860857,1.6960273223621154,0.2986133355358648,-0.4977026520032005,-0.09790597689687687,0.6355281079271113,0,0,0,7
mp-509918,Mg2H2,2,monoclinic,14,Phosphide,0.9630452521334699,-0.11382130836560521,-0.35573421900250884,0,-1.0995547090033726,-0.8826138905296744,-0.9473054802048575,0.36417226943768194,-0.4977026520032005,-0.3564233359329383,-0.6546438876583427,1,2,2,11
mp-84591,Au3,1,hexagonal,180,Metal,1.0630606953375181,1.0823935051993663,-0.8335982496475897,1,-0.6041438854813034,-0.49094155123173594,-0.11318712917261256,1.272581965258076,-0.7680062548488215,-0.4529647803631341,1.401376650330325,0,1,1,7
mp-424194,He3Zn,2,monoclinic,9,Intermetallic,0.5808956991720639,-0.7998023151967026,-0.8335982496475897,1,-0.6666795449899687,-0.47517467257565793,-0.38842940194784054,2.443227396685739,0.31320815653366224,1.6066552926781736,-0.20828106454110037,1,2,2,6
mp-896650,NbK3Sc,3,cubic,215,Boride,-0.6840799163720787,-0.09964814706744203,-0.3227643814767053,0,2.475677900777204,2.2653780284619054,-0.11318712917261256,-0.42044263098300394,-1.0383098576944425,-0.7866820623704179,-1.730806310516352,0,0,0,1
mp-734263,KPb2,2,trigonal,163,Metal,-0.00015274117315849432,-0.1719312696880742,-0.8335982496475897,1,0.3102320789315197,0.7233003842942736,-0.7207340971276883,-0.43125288072213325,-0.7680062548488215,-0.6489120041620386,-1.266099809736757,1,6,6,7
mp-293713,Cd3Fe3,2,cubic,200,Nitride,0.11011728142730996,1.2708965504649365,-0.47212171773817685,0,3.4103838989846693,3.767269359957339,-0.8163975699824931,0.9057309095947157,0.31320815653366224,0.9657566399074473,-0.8640675409701997,0,0,0,8
mp-110943,SeCl4He4,3,tetragonal,134,Metal,1.2997816677678715,-0.35476505043437917,-0.8335982496475897,1,0.1282128874718874,-0.3628837319031022,1.0179914796719198,1.36882805970968,-0.7680062548488215,-0.10115618079083726,-0.04013068596953643,1,4,4,7
mp-680492,Y3Cu3,2,orthorhombic,16,Nitride,1.3960681730095852,-0.6524014376958057,-0.543622570203775,0,0.7981528900029311,0.5206383098612705,-0.03598502827224397,0.748459211777058,0.31320815653366224,0.4835391745076134,1.1109350873430783,1,3,3,8
mp-769410,Ar2F4YC2,4,hexagonal,168,Chalcogenide,0.4837435476176654,-0.8139754764948658,-0.39505968785858775,0,-1.6943568088548033,-1.4321472953963943,-0.5965394130705736,-0.7440526876898467,1.9350297736073876,0.6481271251195843,-0.3076426518788427,1,1,1,4
mp-846249,Na4Li4,2,hexagonal,184,Intermetallic,0.9506598510442869,-0.7912984184178048,-0.8335982496475897,1,0.32640099469801853,0.9611495171914508,-1.3366725977893257,-0.6662886331148188,-0.7680062548488215,-0.6401854293234599,-2.071692987075068,1,1,1,6
mp-788433,Br3Y3Ti4,3,cubic,217,Alloy,0.8695554503635076,-0.7303538248357032,-0.8335982496475897,1,0.21440747519770936,1.3757030584415026,-2.0398830385992057,2.062427631681566,-1.0383098576944425,-0.4956478232810807,-1.7124626328539996,1,0,0,0
mp-991491,Ca3K3Ga,3,hexagonal,171,Intermetallic,0.9603817250175166,-0.23429317939999217,-0.8335982496475897,1,1.5552385929519434,1.2647580708249533,0.12848901277636723,-1.2134267570081771,-0.7680062548488215,-0.8170915042824043,-0.4329911159049176,1,1,1,6
mp-280918,Mg4GeAg,3,orthorhombic,62,Metal,0.47308943915385204,-0.5432680956999493,-0.8335982496475897,1,-0.05642186389114917,-0.5365116761279616,1.2512760889143386,-1.7169751642114974,1.9350297736073876,-0.7310427272176426,-1.4953957805161624,1,3,3,7
mp-219381,Zn4Mn3Sr4,3,tetragonal,76,Nitride,0.2705947901634991,-0.013191863148646652,0.36324657523489434,0,0.3220020984968386,-0.3207746291508937,0.8149163881731236,-0.6056117474822859,-0.7680062548488215,-0.7214256855588006,1.1415078834469992,0,4,4,8
mp-755944,Bi3Hf2Ta2,3,tetragonal,86,Nitride,0.22471553559120275,-0.03728623735552405,-0.6890076368838246,0,1.4084105711017507,0.43738149939685844,0.9575724441846747,-1.070103768531332,0.31320815653366224,-0.5093164889721199,0.2105662420826134,0,4,4,8
mp-343350,F2B3,2,hexagonal,191,Metal,1.098685370513394,-0.6821650764219485,-0.8335982496475897,1,-0.15557536204747405,-0.6774521889926591,1.2579893150795882,-0.4302067275215723,0.31320815653366224,0.4045844497776148,0.30839918961515966,1,1,1,7
mp-348080,Cu3Ni3Ne2Na,4,triclinic,1,Semiconductor,0.7399748561723772,2.029160679916666,0.20991696939200058,0,-1.0621046467500843,-0.93625973376194,0.18219482209836346,-0.3684836886884785,-0.4977026520032005,-0.20078457686461199,-1.564184571749984,0,5,5,12
mp-812940,Cr4,1,hexagonal,181,Alloy,1.0630606953375181,-0.44405596661280716,-0.8335982496475897,1,-0.31976119052935015,0.4018098829166825,-1.5397476892881217,0.9311873041416975,0.853815362224904,1.5702797230704242,-0.06458892285267301,1,1,1,0
mp-627409,Os3V2,2,hexagonal,173,Nitride,0.40417067502855925,1.8250671572231165,-0.5984398904274002,0,2.3294443243596024,0.45891674829296514,1.5013437635698803,0.8084386619425504,-0.4977026520032005,-0.25381187601128213,-0.6011414944764815,0,1,1,8
mp-963440,Pb2,1,hexagonal,181,Metal,1.0630606953375181,-0.41996159240592973,-0.8335982496475897,1,0.4410100741017323,-0.5174760543358674,1.5768675579289366,0.15180316972381633,1.9350297736073876,1.2645973047877581,-1.6115724057110612,1,1,1,7
mp-425572,Zn4CdW2,3,cubic,217,Chalcogenide,0.7521604927278639,1.0795588729397336,-0.5777840886040052,0,-1.326632864253469,-0.9547185185300313,-1.7713539919892278,-0.2725863119703945,3.0162441849898713,1.0888488366951559,-0.6561725274635387,0,0,0,4
mp-319948,Pd3,1,orthorhombic,46,Chalcogenide,0.32146815807820794,-0.7927157345476211,-0.3366673250116827,0,-1.3403051092030822,-1.2869766443556758,1.6557479653706184,-1.0749858168006161,0.31320815653366224,-0.6080692593393026,-0.37948872272305634,1,3,3,4
mp-753372,Mo2Zr3,2,orthorhombic,37,Carbide,-0.43517330738623855,-0.7175979796673563,0.06532635662823555,0,1.1022711733169344,1.3466689282333586,-0.42367383931540004,0.6888284793450857,-0.4977026520032005,-0.16380052159634942,0.8923395952000454,1,3,3,2
mp-714540,FeCaIr,3,hexagonal,176,Metal,0.1668504089971162,0.4701129371187174,-0.8335982496475897,1,-0.3408045588431027,0.053784878434960146,-1.014437741857352,2.3483761731682162,3.0162441849898713,7.050227376083476,-0.792221470125986,0,1,1,7
mp-151535,Ir2,1,hexagonal,187,Oxide,-2.609810021206347,-0.6056300054118673,2.1082646023536307,0,0.36527772598952735,-0.007359846109342604,0.5346391957739591,0.6288490291795934,-0.4977026520032005,-0.2192320811577301,1.4074912095511092,1,1,1,9
mp-606439,As3Au3Ge,3,cubic,207,Oxide,-1.926548727786415,-0.4582291279109703,-0.6349847705764837,0,0.47227790385606494,-0.41076120489533907,1.429176582293449,-0.8490167254794586,-0.22739904915757964,-0.4768886556008705,0.34050062552427646,1,0,0,9
mp-624087,Nb4Ni4Ru3,3,trigonal,155,Oxide,-1.733243247346101,-0.09114425028854417,-0.6119456070042355,0,0.3954755539651945,-0.598233237696267,1.469455939284946,-0.47275029101104976,-0.7680062548488215,-0.779320869989576,1.5022668774732635,0,6,6,9
mp-421339,Ir,1,tetragonal,104,Sulfide,1.1982346964721504,-0.04437281800460564,0.2464618495410841,0,-1.6943568088548033,-1.4294553892843809,-0.8617118465979271,0.42694146147133677,0.853815362224904,1.5817370628244767,-0.6470006886323626,0,4,4,14
mp-17355,Sb2P4,2,orthorhombic,55,Metal,1.0074595667919921,2.7406533770844574,-0.8335982496475897,1,0.2537597628352915,0.40315583597268906,-0.39849924119571456,2.208191644293054,-0.7680062548488215,-0.14974598694986277,1.5893993463694376,0,3,3,7
mp-744561,KC2Y3,3,tetragonal,84,Ceramic,-0.7077187195261646,-0.8168101087544984,-0.6349847705764837,0,0.42674338371952714,-0.42556668851141244,1.2076401188402173,-0.2544529898273388,-0.7680062548488215,-0.6347535817198547,1.4273635270186578,1,4,4,3
mp-105348,Ga2LaCe2,3,cubic,199,Alloy,1.0601308155099693,-0.5801183150751735,-0.8335982496475897,1,-0.35233680023538505,-0.44940928550353043,0.39366144630372124,2.5352888783351,1.9350297736073876,3.807473721185873,-0.4024183198009969,1,0,0,0
mp-242209,Li4Ar4Au3,3,cubic,223,Metal,0.7249925161451397,1.5132576086635268,-0.8335982496475897,1,-0.914919957640336,-0.665915448512602,-0.5210156187115171,2.357442834239744,-0.7680062548488215,-0.17634126264838876,-2.071692987075068,0,0,0,7
mp-51518,Ta3Br3Ti4,3,cubic,221,Intermetallic,0.1675162907761046,-0.7090940828884584,-0.8335982496475897,1,-0.7325440989211485,-0.8278143732494033,0.767923805016378,2.439740219350536,-0.22739904915757964,0.5296950380245863,0.4979505254594681,1,0,0,6
mp-135264,LaCl4,2,cubic,215,Nitride,-0.005080266337672231,0.10728000788574021,-0.5245556762129489,0,1.9725392866314404,2.8049129249125757,-0.9355573344156709,-1.3006061903882533,-0.4977026520032005,-0.8091960318094044,-0.3244576897359991,0,0,0,8
mp-881835,S,1,tetragonal,139,Perovskite,-1.6976185721702253,-0.6566533860852547,-0.671132423767425,0,-0.9448800074429664,-0.8491573431375089,0.09827949503274522,-0.06579669599285376,1.9350297736073876,1.737435186347487,-1.6788325571396867,1,4,4,10
mp-955064,Na4Mn4,2,cubic,216,Ceramic,-0.6485884175520004,-0.6084646376714998,1.5271215625915746,0,-0.17043649786227094,0.5489033240374106,-2.060022717094954,-0.4985554032915521,0.31320815653366224,0.059513715811975836,1.1720806795509198,1,0,0,3
mp-973403,Co4Pb3Sb3,3,tetragonal,129,Alloy,-0.6472566539940234,0.2546808853866373,-0.8335982496475897,1,0.5625147205235117,0.41103927530072826,-0.06115962639192944,0.26653130405199654,0.31320815653366224,-0.10618731832532416,-0.26484073733335367,0,4,4,0
mp-500105,Ar3Hf2,2,tetragonal,142,Oxide,-1.7775243856488256,-0.6935036054604788,0.49433147142182426,0,-0.24997329674306404,-0.16733598076613423,-0.33304528608453215,-0.05986849452300878,0.31320815653366224,0.01735011187251589,2.5799579401364685,1,4,4,9
mp-139427,Ti4BTa4,3,tetragonal,119,Perovskite,-1.5421351767764486,-0.6453148570467241,-0.05860845431213445,0,-0.4935770350192146,-0.6088085831363194,0.3718434612666601,0.7864694447307713,-0.7680062548488215,-0.3357941879301755,-1.732334950321548,1,4,4,10
mp-211192,Al4Cl3,2,trigonal,167,Alloy,0.6040683850808579,3.789467313148532,-0.8335982496475897,1,-0.7496641273797946,-0.6638003794245916,0.14527207818949087,0.2421210627055754,-0.22739904915757964,-0.27457459403708445,-0.28624169460609816,0,6,6,0
mp-375081,ZrNi3Co3,3,hexagonal,185,Oxide,0.05098697945314572,-0.747361618393499,0.018056348609312444,0,0.6936493829532795,0.8092491008706989,-0.4522050505177099,-0.7517244778272936,-0.7680062548488215,-0.7179973883007875,1.311186901823759,1,1,1,9
mp-314288,NClAs4,3,hexagonal,179,Ceramic,-1.3451007583738,-0.007522598629381418,2.6008260304499737,0,-0.14582645695296736,0.1670372141475204,-0.6938811924666907,-0.22690428887923483,-1.0383098576944425,-0.8007662792442467,1.225583072732781,0,1,1,3
mp-368656,Ta2,1,orthorhombic,59,Intermetallic,1.0630606953375181,-0.6708265473834178,-0.8335982496475897,1,0.6092381315252329,-0.10196111804581083,1.0700189824526039,-1.178903701389667,-0.7680062548488215,-0.7547885090913264,0.5422810798101532,1,3,3,6
mp-458000,Pd4Co4,2,hexagonal,192,Phosphide,0.339446966110893,-0.1988602761545842,-0.45504095853806187,0,-0.5199704122262938,-0.1888712296622409,-1.272896949219456,-0.7820629206435601,-0.22739904915757964,-0.355488345771662,-0.08446124032022147,1,1,1,11
mp-755234,FWC3,3,tetragonal,92,Carbide,1.0603971682215647,-0.7927157345476211,-0.6163151035437997,0,0.4985523919766256,0.06859036205103336,0.5564571808110202,-0.20877096673617881,-0.22739904915757964,-0.16075809329378374,0.7792202496155387,1,4,4,2
mp-792382,F3Ag,2,cubic,220,Oxide,-0.1718170637963516,-0.74310967000405,1.2959354729528074,0,0.5421846867288695,1.155351315272412,-0.8935996708828617,0.6441926094544868,-0.7680062548488215,-0.3001309917786366,1.1185782863690585,1,0,0,9
mp-352916,NaAr4,2,cubic,211,Alloy,-0.1648253051169741,-0.03161697283625881,-0.8335982496475897,1,0.4930834939967806,0.7713701362945115,-0.8029711176519944,1.2603768445848653,-0.7680062548488215,-0.4723175925901863,-0.08446124032022147,0,0,0,0
mp-507367,Te4H2ZnAg,4,cubic,227,Ceramic,-0.43044554675542146,-0.7076767667586421,1.506862987726322,0,0.22106526404273838,1.060750043335944,-1.2594704968889572,-1.5154163142367612,-0.22739904915757964,-0.7970708419401547,1.3448169775380718,1,0,0,3
mp-714046,Cl3F3,2,hexagonal,169,Sulfide,0.16465299912645479,-0.6637399667343362,-0.46536885944975925,0,-1.2335427095095814,-1.242560193507456,1.4493162607891972,1.239802498307167,-1.0383098576944425,-0.7421141980162477,-0.18076554804757172,1,1,1,14
mp-623988,Si4,1,hexagonal,178,Semiconductor,0.5830931090427253,-0.5035832440650924,-0.23140218110399657,0,-0.9235988609561774,-0.9474119162259952,0.7544973526858787,-0.6376937789661538,-0.4977026520032005,-0.5343979710761985,-0.030958847138360217,1,1,1,12
mp-16666,Co2C2Be3,3,monoclinic,9,Alloy,0.30249052737704024,0.2532635692568209,-0.8335982496475897,1,0.13368178545173243,-0.295970637118771,0.5984148443438293,-0.15192997617236903,-0.7680062548488215,-0.4868322017604756,0.9718288650702392,0,2,2,0
mp-981103,Mn3Ga,2,tetragonal,77,Intermetallic,0.11457868934653176,0.30145231767057573,-0.8335982496475897,1,-0.023965143271632888,-0.11369013753386888,0.14527207818949087,0.6975464226830935,0.853815362224904,-0.019737831191444028,0.03171538487467725,0,4,4,6
mp-910845,Ti4Ca4,2,hexagonal,172,Phosphide,1.1236559372254566,-0.39586721819905235,0.7894711013214877,0,-0.5454126767412261,-0.4407567301434876,-0.2759828636799125,-0.6282784001611056,-0.7680062548488215,-0.6335217692851574,0.19986576344624116,1,1,1,11
mp-597386,He2SNe,3,cubic,218,Ceramic,-1.9063059217051697,0.13420901435225022,0.9674287785691983,0,1.2337625030062573,0.19722501840366996,1.1388295506464106,0.2100390312217072,-1.0383098576944425,-0.7347233234080636,-0.6286570109700101,0,0,0,3
mp-275729,B4GeS3,3,tetragonal,105,Metal,-1.1107103721699056,-0.5602758892577451,-0.8335982496475897,1,-0.1615198163733928,-0.4432563572475,0.9978518011761716,0.8122745570112738,-0.7680062548488215,-0.33564577679346497,-0.7295472381129485,1,4,4,7
mp-889532,B2Ba3Ag2,3,hexagonal,170,Phosphide,0.2815818395168066,-0.6750784957728668,0.10703518723316777,0,0.3090431880663357,0.13973359501138552,-0.14004003383361116,-1.212031886074096,1.9350297736073876,-0.1369084236244025,-0.4956653479179551,1,1,1,11
mp-961827,Cu4Pb2P,3,hexagonal,184,Sulfide,0.864161807953702,-0.6013780570224183,-0.09555056141936014,0,-1.0782735625165836,-0.892612398945724,-0.4387785981872115,-1.238534433821639,0.31320815653366224,-0.4884202009232782,1.185838437797684,1,1,1,14
mp-668826,Pd2S4,2,cubic,214,Metal,0.12789632492629852,-0.7346057732251521,-0.8335982496475897,1,-0.5293626500612455,-0.45094751756753804,-0.311227301047472,0.833197621022492,-0.4977026520032005,0.05446773716381789,-0.7310758779181445,1,0,0,7
mp-932743,Pd4Li3Ir,3,cubic,209,Semiconductor,1.1899777624126948,-0.5007486118054598,-0.27469991954149764,0,-0.9136121776886338,-0.8172390278093509,0.19058635480492528,0.17446982240263628,-0.7680062548488215,-0.5842344307835924,-0.9267417729832371,1,0,0,12
mp-741207,Os4,1,trigonal,148,Oxide,-0.8387642536310692,-0.5290949344017861,0.6877810000370813,0,-0.38574463354704847,-0.6689919126406172,0.7645671919337527,-0.548770756918476,-1.0383098576944425,-0.8047585388217597,1.2332262717587612,1,6,6,9
mp-262211,Nb4,1,cubic,195,Metal,1.0630606953375181,-0.3731901601219913,-0.8335982496475897,1,0.06365611349240963,-0.060621131325606134,-0.037663334813556146,0.7407874216396112,-0.4977026520032005,-0.04757976043833828,-1.174381421424995,1,0,0,7
mp-414458,IrO4Zn3,3,tetragonal,108,Carbide,0.745634851293778,0.8400324470007764,-0.5841397199342806,0,1.0588766567377277,1.013257128359709,-0.08129930488767838,-0.12926332349354938,-0.7680062548488215,-0.5404976687950009,-0.3489159266191357,0,4,4,2
mp-520888,In4Li,2,triclinic,2,Carbide,0.7985724527233509,-0.5446854118297655,-0.3477896798396646,0,0.8051673461075153,1.0369074463438257,-0.7073076447971894,0.007782745779930343,0.853815362224904,0.9911794676259602,1.5190819153304198,1,5,5,2
mp-174250,Pt2Os4,2,tetragonal,130,Semiconductor,0.524761865203347,0.3227120596178205,0.022425845148876647,0,-0.5632460397189823,-0.08504056534172719,-1.3970916332765706,-0.23701710315132363,-0.7680062548488215,-0.6922035327404985,-1.4204924300615567,0,4,4,12
mp-390683,Y3BeAs,3,cubic,219,Perovskite,-2.126180085127119,-0.7445269861338663,-0.25444134467624485,0,-0.6105638961532958,-0.20598406137432562,-0.8281457157716798,-0.6362989080320725,-0.7680062548488215,-0.6749878408820777,-0.8961689768793164,1,0,0,10
mp-976790,RuFe,2,orthorhombic,25,Carbide,0.6831751404246722,-0.15067152774082943,0.030767611269863233,0,0.8705563436926216,1.0307545180877955,-0.2575214917254757,0.3979978895891517,0.853815362224904,1.458362884877018,1.0345030970832765,1,3,3,2
mp-682483,Cd4,1,cubic,222,Metal,1.0630606953375181,-0.17476590194770683,-0.8335982496475897,1,0.40974224434739936,1.5772114588264998,-2.35540466836593,2.7623041228568184,-0.7680062548488215,0.00028283115080565197,0.21668080130339754,1,0,0,7
mp-488929,Ca4SnNa2,3,cubic,197,Silicate,-0.2805555583051468,-0.7983849990668864,0.38191624226757837,0,0.025136049460455983,-0.029279653021451104,0.19394296788754964,-0.8019398314542174,-0.4977026520032005,-0.6424561197151308,0.66304362442064,1,0,0,13
mp-460572,Te3Pd4,2,hexagonal,187,Ceramic,-0.8480865985369057,-0.5985434247627857,1.996643827115669,0,-0.4356780498847659,-1.1227703715228632,2.3908462304654337,0.08136218755271477,0.31320815653366224,0.16628068756152659,0.09744689649810678,1,1,1,3
mp-291409,Mn2N2Na,3,cubic,217,Halide,-1.9352051909132635,-0.39019795367978705,1.4889877746099225,0,-1.4001063197218249,-1.1364221810909307,-0.8701033793044889,-0.32489397199844033,0.853815362224904,0.39680770621398337,0.30992782942035574,1,0,0,5
mp-374178,S2K2Ca4Li2,4,tetragonal,91,Perovskite,-0.5222706440779128,-0.7587001474320295,-0.6949660412559577,0,-0.6789251209013614,-1.0431668622104693,1.915885479274034,0.10089038062985187,3.0162441849898713,1.9163744938793654,-0.5919696556453052,1,4,4,10
mp-655429,Re2Si2B2Li,4,cubic,210,Halide,-0.46227469579106395,-0.6892516570710299,1.9565239043433056,0,-0.04584073519101395,-0.5220907505278902,1.0431660777916052,0.6337310774488775,0.31320815653366224,0.47292777823281096,-1.13005086707431,1,0,0,5
mp-975075,Re2K,2,cubic,211,Boride,0.6151220226120643,5.576702952846908,-0.7942727807915106,0,1.0627999965928339,0.8213626783747588,0.0630350576651848,0.24839798190894083,0.853815362224904,0.16780932226964496,-0.9206272137624529,0,0,0,1
mp-970024,Ge3Te4Ru4Ca2,4,cubic,221,Intermetallic,1.3134322442371325,-0.44405596661280716,-0.8335982496475897,1,-0.8296764826066609,-1.174493424675119,2.3018959837758777,0.6197823681080653,-0.7680062548488215,-0.17594055257927035,0.28394095273202313,1,0,0,6
mp-783954,V2Ce3,2,tetragonal,87,Chalcogenide,0.8116237355915223,-0.41712696014629713,-0.6290263662043505,0,-0.8756865590892722,-0.574198361696148,-0.7190557905863761,1.4971561856451523,0.31320815653366224,1.8943205989641818,-0.9512000098663737,1,4,4,4
mp-227872,Li3Nb3Be3,3,cubic,200,Phosphide,1.4381519014416477,1.2879043440227325,-0.5098582787616871,0,-1.6943568088548033,-1.4311859003563896,-0.5780780411161377,-1.6074777958861217,0.853815362224904,-0.6449197445845255,0.4765495681867236,0,0,0,11
mp-731116,Li3Ti4,2,monoclinic,12,Alloy,0.9806911192766609,-0.7133460312779074,-0.8335982496475897,1,0.022877156816606882,-0.1779113262061868,0.2442921641269206,-0.060217212256528894,-0.22739904915757964,-0.5437033493479483,0.29005551195280727,1,2,2,0
mp-212967,Y4Ca,2,cubic,217,Metal,1.5452922796808712,-0.27539534716466535,-0.8335982496475897,1,-0.6890306932554232,-0.2530924183345588,-1.182268395988588,1.420089566537165,-1.0383098576944425,-0.6409571672343546,-1.868383892983995,1,0,0,7
mp-83190,Ce4ReO4,3,monoclinic,10,Perovskite,-1.6077245320068,-0.1960256438949516,-0.3156142962301454,0,-0.03490293923132325,-0.320197792126891,0.5631704069762699,-0.13867870229859766,0.31320815653366224,0.38080898567658894,-0.24955433928139334,1,2,2,10
mp-142605,BiNe3TiNa4,4,tetragonal,77,Semiconductor,0.6665946841278625,-0.43555206983390926,-0.2969446291974615,0,-0.5481471257311488,-0.1994465751022932,-0.6133224784836973,-1.3305959154709994,-1.0383098576944425,-0.8830454134365611,0.2961700711735914,1,4,4,12
mp-82860,Pt3V4W,3,monoclinic,10,Oxide,-0.44196530153191976,-0.24279707617889013,1.6748899910204778,0,-0.21418768170103306,0.024750748226816353,-0.6082875588597602,-0.5390066603799075,-0.7680062548488215,-0.6314885367122232,0.25948271584888655,1,2,2,9
mp-85677,H4FeNe4,3,trigonal,151,Ceramic,-1.958710817711552,-0.6070473215416835,2.0832393039906716,0,0.5020001754856588,0.05974552768298942,0.4322624967539051,-0.037550559577709246,-0.7680062548488215,-0.5546115678961718,-0.10127627817737786,1,6,6,3
mp-7167,Os4C4,2,cubic,222,Nitride,0.16878146615618245,-0.23996244391925742,0.2750621905273234,0,1.748433358544303,1.5243347316262381,-0.21724213473397974,-0.29525296464921447,1.9350297736073876,0.5742629023787565,-0.5445818216842282,1,0,0,8
mp-407351,Si2Pb3,2,hexagonal,191,Boride,0.08468059746995552,3.318918358049515,-0.7728225250518312,0,0.7497650317899526,1.5747118317224875,-1.2024080744843364,-0.31338628679227015,-0.22739904915757964,-0.14805409999136282,0.5652106768880938,0,1,1,1
mp-239974,Sn2Zn2,2,cubic,216,Silicate,-0.38376723404833907,-0.6892516570710299,2.256827484698818,0,-1.497119814320819,-1.238330055331435,-0.3598981907455307,0.6166439085063827,0.31320815653366224,1.0412830673794329,-1.5748850503863563,1,0,0,13
mp-958209,ArCo4,2,trigonal,154,Metal,0.6371627094965783,2.295616112322134,-0.8335982496475897,1,0.16720850784991445,0.23145068182783937,-0.11654374225523785,0.6243156986438295,-0.22739904915757964,0.15048974261552686,-0.3045853722684506,0,6,6,7
mp-68397,Ce4B2,2,monoclinic,15,Ceramic,-0.31198517827339634,-0.39161526980960343,0.21587537376413382,0,-0.4645680979087311,-0.051584017949561425,-1.0949964558403453,-0.46647337180768406,-0.22739904915757964,-0.3247672404725836,0.17082160714751649,1,2,2,3
mp-32030,Cl2Pd4Ca,3,cubic,229,Semiconductor,0.8742166228164258,0.726647156615471,-0.6568322532743054,0,-0.36886238326143916,0.1560773106914663,-1.407161472524445,-0.6282784001611056,0.853815362224904,0.47223024589027146,-1.3669900368796954,0,0,0,12
mp-51436,CuPtRu2,3,cubic,197,Ceramic,-1.0655635875544964,-0.44263865048299084,2.2949612726804705,0,-0.7834286279510131,-0.5592005990720739,-0.44717013089377333,-0.27781707797319927,0.853815362224904,0.6164858707729007,1.4059625697459133,1,0,0,3
mp-597649,Cl3P3,2,trigonal,151,Oxide,-1.293827861391698,-0.48515813437748034,2.749786139753303,0,0.234618619905833,0.27355978458004776,-0.09136914413555239,0.10263396929745336,-0.22739904915757964,-0.13600311569046827,1.6887609337071798,1,6,6,9
mp-928397,O3Rh2Be4Ne3,4,tetragonal,129,Ceramic,-1.4909954561501444,-0.774290624860009,0.21031419635014292,0,-1.0363057149755972,-0.9775997204821446,0.5715619396828316,0.9587360050898017,0.853815362224904,1.1417722480461288,1.133864684421019,1,4,4,3
mp-989514,Ge2K2,2,tetragonal,127,Chalcogenide,-0.01906378369642723,3.0552975579036796,-0.7144301622049261,0,-0.5122426216025994,-0.6720683767686325,0.8451259059167466,0.3014030774040272,1.9350297736073876,2.1002410511500336,0.21668080130339754,0,4,4,4
