date,commodity,open,high,low,close,volume,daily_return,return_5d,return_21d,volatility_5d_ann,volatility_21d_ann,volatility_63d_ann,sma_21,sma_63,bollinger_upper,bollinger_lower,bollinger_z,rsi_14,macd,macd_signal,momentum_10d,momentum_21d,term_spread,predicted_close
2016-02-15,Copper,4.8099,4.8233,4.7697,4.7977,1619,0.010455,0.047683,0.005937,0.373994,0.295952,0.283633,4.562957,4.430303,4.796585,4.329329,1.917336,65.665277,0.064557,0.0359,0.065114,0.005955,-7.311021,4.796193323212973
2016-02-16,Copper,4.747,4.7536,4.7262,4.7451,3316,-0.011024,0.048048,0.022075,0.372716,0.28205,0.284628,4.56789,4.440402,4.812597,4.323184,1.593856,59.675381,0.068508,0.042421,0.084024,0.02232,0.03729,4.741284324635197
2016-02-17,Copper,4.7103,4.7502,4.703,4.7109,6343,-0.007234,0.006004,0.033697,0.307422,0.274486,0.285117,4.575324,4.449522,4.827723,4.322925,1.374716,57.403016,0.068095,0.047556,0.052057,0.034272,-5.531174,4.7175321217635595
2016-02-18,Copper,4.7418,4.7531,4.7152,4.7305,2664,0.004152,-0.020505,0.04417,0.177552,0.273069,0.285086,4.585057,4.459006,4.845131,4.324983,1.436569,62.38642,0.068559,0.051757,0.063631,0.04516,-0.351558,4.734127804488061
2016-02-19,Copper,4.6519,4.6612,4.6274,4.6532,4136,-0.016476,-0.020126,0.011608,0.17585,0.275347,0.287222,4.587614,4.466725,4.849336,4.325893,0.998351,57.040121,0.061975,0.0538,0.037827,0.011675,-5.028322,4.646834944817741
2016-02-22,Copper,4.4934,4.5365,4.4462,4.4882,1246,-0.036103,-0.066685,-0.004579,0.235005,0.295483,0.292365,4.586633,4.473437,4.849746,4.32352,0.082208,55.065315,0.042948,0.05163,-0.018823,-0.004569,-1.914767,4.49548567763248
2016-02-23,Copper,4.4453,4.4905,4.4408,4.4488,831,-0.008817,-0.064478,-0.010776,0.236888,0.296894,0.28657,4.584338,4.477444,4.851544,4.317132,-0.162673,48.597136,0.024408,0.046186,-0.016296,-0.010718,-7.149378,4.462163501406755
2016-02-24,Copper,4.4719,4.5115,4.4497,4.4598,3382,0.00247,-0.054775,-0.001636,0.260353,0.296193,0.286437,4.58399,4.481867,4.851855,4.316126,-0.128312,50.606329,0.010482,0.039045,-0.047601,-0.001634,-2.203917,4.479374133637808
2016-02-25,Copper,4.4018,4.4228,4.3698,4.415,1106,-0.010096,-0.069023,-0.02924,0.225598,0.290931,0.279584,4.577752,4.483324,4.855261,4.300244,-0.399562,46.647116,-0.004122,0.030412,-0.085637,-0.028817,0.856029,4.400425763586254
2016-02-26,Copper,4.3879,4.4214,4.368,4.3799,2306,-0.007982,-0.060529,-0.039156,0.227314,0.291529,0.278375,4.569424,4.48316,4.860015,4.278832,-0.603536,39.95245,-0.018317,0.020666,-0.077489,-0.038399,-5.604127,4.392262998165064
2016-02-29,Copper,4.5116,4.5386,4.4779,4.5202,5725,0.03153,0.007105,0.008398,0.278772,0.308478,0.275307,4.571224,4.487732,4.860014,4.282434,0.193149,49.891088,-0.018038,0.012925,-0.05784,0.008433,-0.562126,4.5105612647188735
2016-03-01,Copper,4.6281,4.6499,4.6105,4.63,650,0.024001,0.039922,0.027502,0.299433,0.318909,0.276462,4.577205,4.49267,4.865384,4.289025,0.81925,47.379413,-0.008854,0.008569,-0.024257,0.027884,-2.465526,4.625911533307368
2016-03-02,Copper,4.7124,4.7334,4.6978,4.7237,1209,0.020036,0.057488,0.07616,0.304968,0.305634,0.279017,4.5937,4.49887,4.87335,4.31405,1.33153,44.503881,0.005916,0.008039,0.002717,0.079136,-0.534478,4.7093183109731775
2016-03-03,Copper,4.6953,4.7358,4.6632,4.691,1278,-0.006947,0.060638,0.046514,0.291438,0.299515,0.278662,4.603852,4.5052,4.881302,4.326403,1.102978,46.863265,0.014813,0.009394,-0.00835,0.047613,-17.055322,4.693872672815806
2016-03-04,Copper,4.6433,4.6736,4.6202,4.6376,2762,-0.011449,0.057171,0.041855,0.307125,0.301707,0.279566,4.612905,4.511019,4.881182,4.344627,0.760002,41.19265,0.017354,0.010986,-0.003353,0.042743,-5.050058,4.644378070469683
2016-03-07,Copper,4.6183,4.6649,4.5832,4.627,1975,-0.002288,0.023352,0.031482,0.257558,0.301208,0.263115,4.619733,4.519678,4.881406,4.35806,0.680055,43.188372,0.018302,0.012449,0.030926,0.031983,-0.436332,4.623109250958823
2016-03-08,Copper,4.7807,4.8093,4.7554,4.7794,2407,0.032406,0.031758,0.043861,0.300616,0.3136,0.27003,4.6295,4.530717,4.899237,4.359763,1.646706,53.476804,0.030993,0.016158,0.074312,0.044837,1.154011,4.779176717714842
2016-03-09,Copper,4.85,4.8602,4.8159,4.8466,2612,0.013962,0.025685,0.069212,0.285933,0.312165,0.270899,4.644933,4.542411,4.925814,4.364052,2.078389,55.621187,0.045944,0.022115,0.08673,0.071664,-4.58506,4.838269308137345
2016-03-10,Copper,4.8635,4.9047,4.8404,4.8557,1298,0.001876,0.034507,0.036278,0.26879,0.290359,0.270141,4.653171,4.553422,4.948482,4.357861,2.108811,60.497667,0.05786,0.029264,0.099819,0.036944,8.604574,4.86567597387476
2016-03-11,Copper,4.8006,4.848,4.7655,4.787,1038,-0.014249,0.031707,-0.008632,0.28128,0.275257,0.270526,4.651195,4.56221,4.942101,4.36029,1.601723,67.208017,0.061056,0.035623,0.092947,-0.008595,-1.466935,4.805339970693353
2016-03-14,Copper,4.6912,4.6997,4.6567,4.6829,2328,-0.021986,0.012009,-0.013764,0.346544,0.279658,0.273851,4.648105,4.569962,4.936064,4.360146,0.849154,62.546897,0.05456,0.03941,0.035994,-0.013669,-0.393182,4.686980100411548
2016-03-15,Copper,4.6997,4.7122,4.657,4.7009,3764,0.003836,-0.016561,-0.020383,0.230696,0.277275,0.272089,4.643495,4.576846,4.92441,4.362581,0.967546,62.825833,0.050285,0.041585,0.015313,-0.020176,0.755645,4.691387296563649
2016-03-16,Copper,4.7046,4.7486,4.6641,4.7085,777,0.001615,-0.028908,-0.007743,0.184472,0.274947,0.258581,4.641752,4.58086,4.920465,4.36304,0.994724,66.256785,0.046969,0.042662,-0.003218,-0.007713,-0.249353,4.705259831579912
2016-03-17,Copper,4.77,4.8026,4.7332,4.7559,949,0.010017,-0.020767,0.009507,0.21266,0.276012,0.259218,4.643895,4.585479,4.925517,4.362273,1.317934,70.546448,0.047616,0.043653,0.013835,0.009552,-1.779615,4.766823940744404
2016-03-18,Copper,4.7163,4.736,4.697,4.7263,1991,-0.006243,-0.012761,-0.000888,0.195628,0.276605,0.259612,4.643695,4.589486,4.925065,4.362326,1.054807,62.812383,0.04522,0.043966,0.019126,-0.000888,-2.618418,4.716276030851258
2016-03-21,Copper,4.7352,4.7655,4.7123,4.7379,1449,0.002451,0.011676,0.018039,0.092352,0.270132,0.259113,4.647729,4.593037,4.932083,4.363374,1.108624,57.640561,0.043752,0.043923,0.023968,0.018203,5.935152,4.7370263526408944
2016-03-22,Copper,4.6514,4.6932,4.6261,4.6575,1091,-0.017115,-0.009275,0.037027,0.163371,0.244154,0.25903,4.65579,4.596548,4.930588,4.380993,0.471201,45.222286,0.03569,0.042277,-0.025505,0.037721,-3.846883,4.655605763843212
2016-03-23,Copper,4.5506,4.5914,4.5093,4.5603,1663,-0.02109,-0.031981,0.024754,0.206749,0.254344,0.262034,4.6611,4.597837,4.923111,4.399089,-0.291957,41.370659,0.021213,0.038064,-0.059072,0.025063,0.099843,4.5523362574513655
2016-03-24,Copper,4.6093,4.6498,4.5792,4.5984,1834,0.00832,-0.033678,0.030604,0.198449,0.255523,0.2601,4.6677,4.600937,4.914983,4.420417,-0.02011,47.358491,0.012668,0.032985,-0.052989,0.031078,-2.462019,4.612575744215702
2016-03-25,Copper,4.5069,4.5136,4.4984,4.5088,1205,-0.019677,-0.047112,0.021023,0.218277,0.263027,0.26323,4.672167,4.602427,4.903129,4.441205,-0.752397,42.801462,-0.001318,0.026124,-0.058116,0.021246,3.3956,4.510128918755205
2016-03-28,Copper,4.5317,4.5573,4.5075,4.5341,1286,0.005596,-0.043967,0.034601,0.229885,0.261384,0.259571,4.67951,4.602721,4.879123,4.479896,-0.552271,32.324542,-0.010243,0.018851,-0.031775,0.035206,0.859619,4.534002573956309
2016-03-29,Copper,4.5277,4.5522,4.4935,4.5298,4356,-0.000949,-0.027801,0.002122,0.221513,0.237744,0.257865,4.679967,4.601884,4.878086,4.481847,-0.578677,24.896989,-0.017462,0.011588,-0.036397,0.002124,-8.163925,4.524530737135391
2016-03-30,Copper,4.488,4.5364,4.4741,4.4983,2131,-0.006978,-0.013689,-0.028857,0.177456,0.222218,0.253924,4.673695,4.602229,4.886268,4.461122,-0.836483,22.65075,-0.025431,0.004184,-0.044643,-0.028445,-4.410266,4.498793407606788
2016-03-31,Copper,4.5694,4.607,4.5362,4.575,6303,0.016907,-0.005102,-0.031986,0.21719,0.218656,0.256117,4.666614,4.603902,4.882078,4.45115,-0.234715,33.97339,-0.025267,-0.001706,-0.038037,-0.03148,1.541006,4.569280335598828
2016-04-01,Copper,4.6313,4.6735,4.6008,4.6197,524,0.009723,0.024299,-0.015316,0.147045,0.221058,0.256773,4.663219,4.606119,4.879315,4.447123,0.111209,44.750831,-0.021285,-0.005622,-0.022555,-0.015199,-1.351176,4.634042903162015
2016-04-04,Copper,4.6666,4.6806,4.6242,4.6706,2370,0.010958,0.029661,0.007091,0.153521,0.220995,0.255629,4.66479,4.607968,4.880584,4.448997,0.512523,47.613797,-0.013861,-0.00727,-0.014205,0.007116,-5.880753,4.65752572596241
2016-04-05,Copper,4.5345,4.5528,4.4993,4.5463,1342,-0.026974,0.003636,-0.017595,0.283317,0.240385,0.25923,4.660948,4.60904,4.882369,4.439527,-0.517036,39.209686,-0.017803,-0.009376,-0.023875,-0.017441,5.524804,4.5320791225712735
2016-04-06,Copper,4.4921,4.5036,4.4703,4.4901,511,-0.012439,-0.001825,-0.06244,0.295081,0.210591,0.2603,4.647171,4.608889,4.873582,4.420761,-0.977776,32.522357,-0.025172,-0.012535,-0.015394,-0.060531,-8.432945,4.491133993599817
2016-04-07,Copper,4.5595,4.5679,4.5449,4.5604,1247,0.015535,-0.003196,-0.060867,0.290142,0.212249,0.261766,4.633543,4.609335,4.843384,4.423702,-0.403572,39.645487,-0.02505,-0.015038,-0.008264,-0.059052,0.837938,4.557115093912239
2016-04-08,Copper,4.6186,4.6447,4.5997,4.6312,431,0.015406,0.002486,-0.047337,0.305335,0.221075,0.262331,4.622852,4.609978,4.806383,4.439322,0.175012,43.798675,-0.019021,-0.015835,0.027147,-0.046234,-6.15685,4.619033417616405
2016-04-11,Copper,4.7283,4.7537,4.7202,4.7305,1138,0.021215,0.012743,-0.011873,0.33474,0.230752,0.263554,4.620162,4.610944,4.795038,4.445285,0.980084,54.151501,-0.00616,-0.0139,0.043316,-0.011803,-9.709679,4.729356711758701
2016-04-12,Copper,4.6786,4.7018,4.6532,4.6858,1010,-0.009494,0.030223,0.000619,0.249857,0.219945,0.262263,4.6203,4.610003,4.795389,4.445211,0.625597,57.59042,0.000421,-0.011036,0.034439,0.000619,4.246075,4.6785139370030215
2016-04-13,Copper,4.4392,4.4644,4.3994,4.4524,964,-0.051093,-0.008432,-0.054311,0.47724,0.281627,0.281056,4.608467,4.604973,4.793958,4.422976,-1.260755,42.857143,-0.013046,-0.011438,-0.010204,-0.052862,-7.442587,4.440491420519537
2016-04-14,Copper,4.4944,4.5046,4.4539,4.4861,3178,0.00754,-0.016427,-0.048386,0.462203,0.283482,0.276506,4.597876,4.602506,4.78477,4.410983,-0.955391,48.825173,-0.020761,-0.013302,-0.019432,-0.047234,-10.117264,4.488387938609854
2016-04-15,Copper,4.4939,4.507,4.4782,4.4879,3647,0.000401,-0.031431,-0.058001,0.435478,0.280154,0.273992,4.585114,4.601444,4.763074,4.407154,-0.926488,47.549332,-0.026425,-0.015927,-0.02853,-0.056351,-2.685552,4.4930541198370335
2016-04-18,Copper,4.4455,4.4861,4.4235,4.433,1332,-0.012308,-0.064954,-0.064066,0.36072,0.281886,0.274793,4.571148,4.599967,4.748606,4.393689,-1.346189,45.126863,-0.034941,-0.01973,-0.050871,-0.062057,4.890149,4.448957608706399
2016-04-19,Copper,4.3398,4.3766,4.3077,4.3522,1709,-0.018395,-0.073855,-0.084913,0.360819,0.28598,0.275074,4.552781,4.596041,4.737446,4.368116,-1.90654,42.992806,-0.04766,-0.025316,-0.042694,-0.081407,0.48535,4.343395227927481
2016-04-20,Copper,4.4517,4.4793,4.4034,4.441,3760,0.020198,-0.002564,-0.047599,0.245098,0.293599,0.275488,4.542471,4.594965,4.726755,4.358188,-1.194229,43.64688,-0.049999,-0.030252,-0.010935,-0.046484,1.178135,4.446373262991521
2016-04-21,Copper,4.348,4.3867,4.3223,4.3361,371,-0.023904,-0.034008,-0.050413,0.279285,0.296024,0.279495,4.531795,4.592411,4.736578,4.327012,-1.935271,37.28023,-0.059629,-0.036128,-0.049184,-0.049163,-3.755932,4.352366622184995
2016-04-22,Copper,4.3161,4.3622,4.3016,4.325,1639,-0.002563,-0.036973,-0.061296,0.275232,0.293447,0.279252,4.518776,4.590156,4.739886,4.297666,-1.952854,33.925581,-0.06738,-0.042378,-0.066117,-0.059455,-4.723227,4.325647540373163
2016-04-25,Copper,4.3762,4.4097,4.3459,4.3661,721,0.009458,-0.015206,-0.032161,0.293521,0.289816,0.277599,4.511981,4.5873,4.742931,4.281031,-1.596134,40.915507,-0.069406,-0.047784,-0.077032,-0.031649,0.906934,4.376003701729179
2016-04-26,Copper,4.3545,4.367,4.3209,4.3477,472,-0.004223,-0.001034,-0.04198,0.262413,0.288768,0.27764,4.503105,4.584013,4.744573,4.261637,-1.666669,42.536688,-0.071671,-0.052561,-0.072154,-0.041111,-6.16186,4.348652634145244
2016-04-27,Copper,4.3122,4.3355,4.2941,4.3143,951,-0.007712,-0.028944,-0.048743,0.190691,0.289408,0.276275,4.492843,4.581344,4.747502,4.238183,-1.838269,36.582706,-0.075293,-0.057108,-0.031017,-0.047574,1.93408,4.314622188562929
2016-04-28,Copper,4.3579,4.4002,4.3409,4.3672,1650,0.012187,0.007147,-0.029577,0.140119,0.293113,0.277248,4.4866,4.579167,4.747059,4.226141,-1.437515,35.320285,-0.073052,-0.060296,-0.026504,-0.029144,-7.553787,4.365589659080541
2016-04-29,Copper,4.3884,4.4282,4.3691,4.3848,1526,0.004022,0.013732,-0.042463,0.136037,0.286287,0.271411,4.477543,4.579286,4.738319,4.216767,-1.320419,28.856269,-0.06906,-0.062049,-0.022973,-0.041574,-6.956587,4.3906185576785095
2016-05-02,Copper,4.2523,4.2923,4.2305,4.2501,4137,-0.031202,-0.026928,-0.083387,0.259698,0.299909,0.274501,4.459943,4.575671,4.730142,4.189744,-2.134584,25.99449,-0.075891,-0.064818,-0.041259,-0.080005,0.037536,4.256288071457478
2016-05-03,Copper,4.2193,4.2343,4.2081,4.2152,796,-0.008245,-0.03095,-0.102591,0.260133,0.295206,0.274645,4.438257,4.571984,4.710538,4.165976,-2.252898,33.272214,-0.083162,-0.068487,-0.031478,-0.097504,-2.521809,4.2218919292895
2016-05-04,Copper,4.2204,4.2372,4.1869,4.2099,440,-0.001258,-0.024496,-0.076875,0.261784,0.284197,0.274045,4.422238,4.56764,4.707113,4.137363,-2.175143,29.70908,-0.088334,-0.072456,-0.052038,-0.073994,3.147823,4.21502945548359
2016-05-05,Copper,4.2687,4.3073,4.2427,4.2726,2057,0.014784,-0.0219,-0.049652,0.272875,0.289204,0.272606,4.411881,4.562851,4.702158,4.121604,-1.72143,35.482131,-0.086377,-0.07524,-0.014644,-0.04844,-4.24496,4.2721451351020825
2016-05-06,Copper,4.0934,4.1081,4.0501,4.0865,909,-0.044534,-0.070455,-0.109721,0.376675,0.315979,0.285456,4.389314,4.55593,4.703774,4.074855,-2.623606,30.147817,-0.098706,-0.079933,-0.055145,-0.103916,-4.254161,4.086293677663978
2016-05-09,Copper,4.0494,4.0768,4.0101,4.0459,893,-0.009985,-0.049238,-0.135112,0.344717,0.307211,0.276134,4.361443,4.545822,4.689326,4.03356,-2.640439,31.603604,-0.110479,-0.086042,-0.073338,-0.126382,1.061816,4.049160049777111
2016-05-10,Copper,3.9556,3.9884,3.9168,3.9587,1966,-0.021788,-0.062781,-0.178115,0.354033,0.294291,0.27054,4.32469,4.532016,4.651851,3.99753,-2.869294,20.977254,-0.1254,-0.093914,-0.089473,-0.163154,-6.222,3.955452470658786
2016-05-11,Copper,3.9614,3.9825,3.9396,3.9621,1065,0.000858,-0.060665,-0.167762,0.358579,0.296023,0.26921,4.290229,4.519544,4.61001,3.970447,-2.649872,24.36249,-0.135389,-0.102209,-0.081635,-0.154445,-1.67488,3.96184628829991
2016-05-12,Copper,4.1288,4.1492,4.1088,4.1319,714,0.041963,-0.033485,-0.074706,0.507927,0.300769,0.282592,4.274967,4.508976,4.592827,3.957106,-1.771339,39.128477,-0.128128,-0.107393,-0.053879,-0.071984,-13.603002,4.12649296099103
2016-05-13,Copper,4.0799,4.087,4.047,4.0678,5646,-0.015635,-0.004587,-0.097881,0.402875,0.300709,0.283315,4.255048,4.498225,4.569749,3.940346,-1.976198,33.629678,-0.126092,-0.111133,-0.072295,-0.093244,-1.889872,4.069237696248928
2016-05-16,Copper,4.1065,4.1484,4.0885,4.1091,886,0.010102,0.0155,-0.088181,0.399617,0.304619,0.284244,4.23701,4.488673,4.538815,3.935204,-1.713706,37.226981,-0.119766,-0.112859,-0.033176,-0.084405,2.642748,4.112519356436861
2016-05-17,Copper,4.2172,4.229,4.1961,4.2157,2797,0.025612,0.0629,-0.050261,0.352544,0.319841,0.289378,4.226662,4.480502,4.514838,3.938486,-1.193215,45.105242,-0.10494,-0.111275,0.000119,-0.049019,-6.984619,4.212680040691417
2016-05-18,Copper,4.1976,4.213,4.1733,4.1969,2124,-0.004469,0.057572,-0.036335,0.365496,0.314659,0.2879,4.219267,4.473259,4.501828,3.936705,-1.235758,41.249615,-0.093629,-0.107746,-0.003088,-0.035683,-7.11635,4.192877741243823
2016-05-19,Copper,4.0585,4.0684,4.0467,4.0608,2777,-0.032966,-0.017357,-0.0895,0.359282,0.321791,0.286439,4.201162,4.466475,4.472553,3.92977,-1.767043,35.159399,-0.094557,-0.105108,-0.049572,-0.085611,2.599124,4.055076969957289
2016-05-20,Copper,4.0887,4.1203,4.0591,4.0943,377,0.008216,0.006493,-0.05738,0.348138,0.316276,0.286717,4.189648,4.460848,4.457489,3.921807,-1.564344,42.134491,-0.091534,-0.102393,0.001909,-0.055764,8.925824,4.09087786628405
2016-05-23,Copper,4.1,4.1395,4.075,4.1048,1016,0.002561,-0.001047,-0.052255,0.34015,0.316808,0.286722,4.179162,4.455213,4.441941,3.916383,-1.468807,44.285714,-0.087284,-0.099371,0.014558,-0.050913,-1.014142,4.105163699359979
2016-05-24,Copper,4.1061,4.1219,4.0927,4.1161,3405,0.002749,-0.02391,-0.058964,0.260122,0.314464,0.286274,4.167257,4.450468,4.416784,3.91773,-1.379836,45.174897,-0.082059,-0.095909,0.039761,-0.057259,-9.323524,4.106553337949826
2016-05-25,Copper,4.1627,4.179,4.1524,4.1582,844,0.010176,-0.009264,-0.044565,0.28116,0.317588,0.286806,4.158233,4.446949,4.393661,3.922806,-1.178754,43.987807,-0.073672,-0.091462,0.049494,-0.043586,2.427176,4.161669703622538
2016-05-26,Copper,4.1172,4.1258,4.0966,4.1168,2079,-0.010006,0.013696,-0.046859,0.12494,0.318196,0.279704,4.148829,4.440546,4.37361,3.924047,-1.30403,51.878022,-0.069563,-0.087082,-0.003654,-0.045778,-5.023448,4.113857750623529
2016-05-27,Copper,4.1803,4.2141,4.142,4.1844,981,0.016287,0.021768,-0.042759,0.156406,0.320843,0.277262,4.140124,4.433473,4.342421,3.937826,-0.999782,58.306345,-0.060159,-0.081697,0.028664,-0.041857,1.296737,4.178949014552522
2016-05-30,Copper,4.2541,4.2879,4.2386,4.2431,585,0.013931,0.033137,-0.03285,0.168554,0.325009,0.275589,4.133376,4.425844,4.309105,3.957648,-0.738512,67.660209,-0.047423,-0.074842,0.032611,-0.032316,-6.331892,4.257608423386685
2016-05-31,Copper,4.4006,4.4286,4.3746,4.396,430,0.035401,0.065789,0.033753,0.25727,0.330332,0.285162,4.140324,4.421162,4.344645,3.936003,-0.102647,72.724416,-0.024707,-0.064815,0.042769,0.034329,3.657747,4.39613644653021
2016-06-01,Copper,4.5402,4.567,4.5327,4.5441,7890,0.033135,0.088747,0.075133,0.290049,0.345533,0.292391,4.155986,4.419678,4.424691,3.88728,0.509759,72.090032,0.005186,-0.050815,0.082728,0.078027,-3.767954,4.5368220218873105
2016-06-02,Copper,4.4223,4.453,4.4041,4.4106,2309,-0.029819,0.068935,0.046572,0.416176,0.364228,0.298268,4.165543,4.416243,4.455721,3.875365,-0.023257,67.098962,0.017898,-0.037072,0.086141,0.047673,4.619489,4.422257323221723
2016-06-03,Copper,4.295,4.3375,4.2821,4.306,4153,-0.024001,0.028646,0.007787,0.492258,0.372064,0.29408,4.167133,4.408729,4.460129,3.874138,-0.430725,59.238059,0.01931,-0.025796,0.051706,0.007817,-6.225168,4.303079750092268
2016-06-06,Copper,4.2191,4.239,4.1821,4.2258,2016,-0.018801,-0.004086,0.03352,0.512337,0.34243,0.294308,4.173767,4.398875,4.465399,3.882134,-0.743203,50.485904,0.013798,-0.017877,0.029478,0.034088,0.469495,4.214992758966995
2016-06-07,Copper,4.2198,4.227,4.2088,4.2151,498,-0.002535,-0.042022,0.040969,0.40237,0.340221,0.294194,4.181824,4.388706,4.467915,3.895732,-0.766452,50.882467,0.008468,-0.012608,0.024052,0.04182,0.404343,4.217957626154375
2016-06-08,Copper,4.2633,4.283,4.2324,4.2749,345,0.014087,-0.061069,0.076845,0.283717,0.33126,0.294952,4.196881,4.380578,4.466458,3.927303,-0.477949,61.210598,0.008967,-0.008293,0.028065,0.079875,-1.318732,4.25991830331075
2016-06-09,Copper,4.302,4.3354,4.2738,4.31,3557,0.008177,-0.023073,0.084164,0.262627,0.331451,0.292721,4.213448,4.374659,4.464553,3.962342,-0.296803,61.275484,0.012055,-0.004224,0.04693,0.087807,-5.123053,4.304652260646986
2016-06-10,Copper,4.4635,4.4755,4.4262,4.4564,940,0.033403,0.034332,0.075604,0.307948,0.320237,0.300701,4.2289,4.370778,4.498207,3.959593,0.399935,66.093006,0.026016,0.001824,0.065003,0.078535,3.024855,4.453072806715275
2016-06-13,Copper,4.3815,4.3985,4.348,4.3859,422,-0.015946,0.037186,0.075293,0.293277,0.320474,0.302164,4.244048,4.365657,4.511072,3.977024,0.096535,61.714137,0.031034,0.007666,0.033655,0.0782,0.129859,4.377083084286209
2016-06-14,Copper,4.2992,4.3377,4.2848,4.3063,1946,-0.018316,0.021406,0.046875,0.34408,0.328219,0.303228,4.253438,4.358521,4.51433,3.992547,-0.256276,56.227399,0.028261,0.011785,-0.020405,0.047991,4.201578,4.307809367216635
2016-06-15,Copper,4.3474,4.3972,4.337,4.3575,1357,0.011819,0.019138,0.033083,0.340364,0.319194,0.304248,4.26019,4.352667,4.5243,3.996081,0.02438,60.038369,0.029852,0.015399,-0.041064,0.033636,2.628677,4.358060718875638
2016-06-16,Copper,4.3078,4.3236,4.2838,4.2975,8346,-0.013865,-0.002904,0.023687,0.358127,0.323071,0.305182,4.264981,4.345676,4.527916,4.002046,-0.25076,54.746915,0.025971,0.017513,-0.025643,0.02397,-3.849368,4.304193079288208
2016-06-17,Copper,4.3338,4.3679,4.3162,4.3279,336,0.007049,-0.029259,0.063702,0.224523,0.29868,0.303996,4.2777,4.340444,4.524498,4.030902,-0.066749,53.645744,0.02506,0.019022,0.005086,0.065775,-5.790703,4.337578573769461
2016-06-20,Copper,4.2446,4.2662,4.2192,4.2393,611,-0.020684,-0.033997,0.034802,0.239933,0.308963,0.303889,4.284605,4.335349,4.517578,4.051631,-0.515781,42.868845,0.016992,0.018616,0.003195,0.035415,3.097474,4.244293189106095
2016-06-21,Copper,4.1704,4.2081,4.1515,4.1683,3555,-0.01689,-0.032571,0.015351,0.2358,0.315524,0.304874,4.287629,4.328522,4.512301,4.062956,-0.869376,31.607283,0.004814,0.015856,-0.011103,0.01547,-2.927967,4.177793106711302
2016-06-22,Copper,4.1979,4.2092,4.1632,4.1951,1691,0.006409,-0.037981,0.019011,0.211136,0.316073,0.303031,4.29139,4.323543,4.50644,4.076341,-0.699645,38.222757,-0.002644,0.012156,-0.018667,0.019193,-5.106994,4.192408355529896
2016-06-23,Copper,4.1015,4.1336,4.0931,4.1032,5626,-0.02215,-0.046266,-0.013315,0.233628,0.323867,0.305593,4.288771,4.316703,4.511824,4.065719,-1.162627,38.760807,-0.015788,0.006567,-0.047981,-0.013227,-2.62031,4.112455103877489
2016-06-24,Copper,4.0633,4.0876,4.0227,4.0538,2767,-0.012112,-0.065428,-0.015421,0.183651,0.324716,0.306313,4.285771,4.309148,4.519955,4.051587,-1.38385,40.130824,-0.029847,-0.000716,-0.090342,-0.015303,-6.404353,4.061755641348908
2016-06-27,Copper,4.093,4.1304,4.0868,4.095,1047,0.010112,-0.034631,-0.021597,0.228127,0.321324,0.307037,4.281514,4.302746,4.526442,4.036587,-1.12388,43.341834,-0.037235,-0.00802,-0.066326,-0.021365,5.320124,4.106688144954152
2016-06-28,Copper,4.1912,4.1965,4.1617,4.1909,1201,0.023149,0.005407,-0.012379,0.287355,0.328243,0.308805,4.279029,4.296649,4.526638,4.031419,-0.580926,45.522388,-0.034949,-0.013406,-0.026798,-0.012302,1.413214,4.186502504762501
2016-06-29,Copper,4.1718,4.203,4.1284,4.1672,719,-0.005671,-0.006673,-0.053451,0.28604,0.301224,0.308087,4.268133,4.289467,4.514257,4.02201,-0.687027,42.29441,-0.03465,-0.017654,-0.043672,-0.052047,-7.618318,4.167401222286264
2016-06-30,Copper,4.2513,4.2703,4.2255,4.243,3966,0.018026,0.033503,-0.068559,0.240414,0.28265,0.309582,4.253795,4.282679,4.465002,4.042589,-0.231744,37.535047,-0.027975,-0.019719,-0.012682,-0.066262,-4.854134,4.245041753560871
2016-07-01,Copper,4.1723,4.21,4.1415,4.1601,2305,-0.019731,0.025884,-0.058472,0.280687,0.272693,0.307494,4.241867,4.276549,4.443977,4.039756,-0.691001,36.999079,-0.029039,-0.021583,-0.038772,-0.056795,-4.636733,4.172372503243922
2016-07-04,Copper,4.0908,4.1148,4.0584,4.096,1034,-0.015528,0.000244,-0.049999,0.309799,0.265881,0.308006,4.231867,4.270294,4.441298,4.022435,-1.038819,37.671474,-0.034655,-0.024197,-0.033803,-0.048769,-1.397021,4.090492906157671
2016-07-05,Copper,4.2067,4.2479,4.1936,4.2086,3584,0.027119,0.004215,-0.004079,0.329129,0.277481,0.311456,4.231048,4.26471,4.440713,4.021382,-0.342599,41.857158,-0.029678,-0.025293,0.009668,-0.00407,5.892449,4.214369338779713
2016-07-06,Copper,4.3069,4.3275,4.2939,4.3032,1140,0.022229,0.032115,0.020686,0.35307,0.287913,0.313235,4.235243,4.259503,4.447082,4.023403,0.278304,50.300348,-0.017894,-0.023813,0.025768,0.020901,-3.255893,4.307031753774178
2016-07-07,Copper,4.192,4.199,4.17,4.186,1996,-0.027613,-0.013525,-0.021015,0.403626,0.299988,0.314276,4.23101,4.25086,4.443074,4.018945,-0.446668,43.149561,-0.017807,-0.022612,0.020179,-0.020796,2.515407,4.186303114018797
2016-07-08,Copper,4.2171,4.2321,4.2082,4.2207,663,0.008255,0.014462,-0.020937,0.377292,0.300018,0.314547,4.226757,4.243478,4.435727,4.017787,-0.169804,49.05276,-0.014767,-0.021043,0.041171,-0.020719,-1.205602,4.220650079329754
