bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr,expected_cost,risk_std
BR-01342,Local Road,Steel (A588 Weathering),2008,16,100,Coastal Florida,Severe,0.0496,8,0,2605,784.0,485,345,5.2e-12,2.8,23.7,22.9,15.2,0.23,0.12,2022-08-13,5.2,0.46231104000000006,0.05365884570470744
BR-01343,Interstate,Reinforced Concrete,1975,49,75,Urban Midwest,Moderate,0.0175,8,0,39137,1249.0,25,20,0.0,0.0,68.9,68.1,700.0,0.31,0.13,2023-10-23,3.3,0.7822099999999998,2.220446049250313e-16
BR-01344,Highway,Composite Steel-Concrete,1986,38,75,Industrial New Jersey,Moderate,0.0507,8,0,18816,703.0,400,230,6.5e-12,3.0,46.6,44.7,261.0,0.12,0.04,2020-11-25,1.5,0.2820999999999999,1.1102230246251565e-16
BR-01345,Highway,Prestressed Concrete,1991,33,75,Industrial Ohio,Moderate,0.0242,9,0,25982,2086.0,35,28,0.0,0.0,65.9,65.1,313.0,0.74,0.34,2023-08-08,17.1,1.6970820300000005,0.1505819739734289
BR-01346,Highway,Timber,1993,31,100,Coastal Florida,Severe,0.0586,8,0,42885,5634.0,8,5,0.0,0.0,28.7,26.9,485.2,1.29,0.53,2020-07-13,15.8,3.0027400000000006,4.440892098500626e-16
BR-01347,Interstate,Prestressed Concrete,1994,30,60,Coastal Florida,Severe,0.0471,8,0,15849,3928.0,35,28,0.0,0.0,61.0,59.6,173.5,0.84,0.51,2020-01-23,15.8,2.371200000000001,8.881784197001252e-16
BR-01348,Local Road,Steel (A36),1972,52,100,Pacific Northwest,Mild,0.0515,7,0,1217,1517.0,450,250,6.9e-12,3.0,21.1,18.5,23.1,0.32,0.12,2023-05-01,5.4,0.9370399999999998,2.220446049250313e-16
BR-01349,Pedestrian,Prestressed Concrete,1953,71,60,Urban Midwest,Moderate,0.0381,6,0,6832,1983.0,35,28,0.0,0.0,68.2,65.5,17.7,0.6,0.32,2023-03-14,14.0,2.4882,0.0
BR-01350,Local Road,Reinforced Concrete,1966,58,75,Urban Midwest,Moderate,0.0237,8,0,4287,7063.0,25,20,0.0,0.0,54.8,53.4,90.8,1.36,0.49,2021-04-15,27.5,3.645499,0.40380102797788914
BR-01351,Interstate,Prestressed Concrete,1994,30,75,Urban West,Mild,0.0289,9,0,30866,3502.0,35,28,0.0,0.0,68.0,67.1,338.0,0.89,0.36,2021-06-11,15.0,1.7560999999999998,0.16392434565981953
BR-01352,Highway,Steel (A514 HY),1969,55,75,Rural Mountain,Mild,0.0255,7,0,36754,3154.0,760,690,4.5e-12,3.2,14.3,12.9,737.8,1.23,0.58,2023-08-05,30.0,4.498,0.0
BR-01353,Railroad,Prestressed Concrete,1977,47,100,Urban Northeast,Moderate,0.0267,8,0,20,2143.0,35,28,0.0,0.0,53.8,52.5,17.2,0.61,0.31,2021-05-21,6.2,1.28699136,0.14563985652198239
BR-01354,Railroad,Steel (A514 HY),1961,63,100,Urban Northeast,Moderate,0.0473,7,0,58,7414.0,760,690,4.5e-12,3.2,19.8,16.8,66.7,1.2,0.38,2021-12-15,13.5,2.628099650000001,0.3331752768746468
BR-01355,Local Road,Steel (A588 Weathering),1940,84,75,Coastal Texas,Severe,0.0507,5,0,1733,1104.0,485,345,5.2e-12,2.8,10.9,6.7,53.1,0.25,0.14,2023-10-03,3.5,0.8892000000000002,2.220446049250313e-16
BR-01356,Interstate,Timber,1974,50,60,Pacific Northwest,Mild,0.0468,7,0,29329,598.0,8,5,0.0,0.0,36.9,34.6,535.3,0.11,0.05,2021-04-17,1.6,0.312,0.0
BR-01357,Interstate,Steel (A514 HY),1975,49,60,Pacific Northwest,Mild,0.0583,7,0,10923,522.0,760,690,4.5e-12,3.2,21.8,18.9,195.4,0.18,0.11,2020-04-20,3.3,0.4947921799999998,0.06117117126864174
BR-01358,Local Road,Composite Steel-Concrete,1968,56,75,Industrial Ohio,Moderate,0.0756,6,0,4370,337.0,400,230,6.5e-12,3.0,46.2,42.0,89.3,0.1,0.05,2023-07-06,0.9,0.26052000000000003,0.0
BR-01359,Highway,Reinforced Concrete,1988,36,75,Desert Southwest,Mild,0.0077,8,0,17028,1259.0,25,20,0.0,0.0,54.3,54.1,223.7,0.47,0.3,2023-04-23,9.6,1.4502799999999996,4.440892098500626e-16
BR-01360,Highway,Stainless Steel 316L,1967,57,50,Coastal California,Moderate,0.0157,8,0,5191,2862.0,515,205,3.1e-12,3.2,14.1,13.2,108.0,0.98,0.51,2023-06-21,17.0,2.5947368000000006,0.28704398985375057
BR-01361,Interstate,Reinforced Concrete,1996,28,100,Rural Midwest,Mild,0.0148,9,0,31894,2882.0,25,20,0.0,0.0,51.6,51.2,326.0,0.54,0.23,2022-07-18,9.4,1.34316,0.0
BR-01362,Highway,Composite Steel-Concrete,1972,52,75,Urban West,Mild,0.0397,9,0,5926,5726.0,400,230,6.5e-12,3.0,68.1,66.0,112.5,2.0,1.43,2023-12-15,33.4,5.340404479999999,0.43911842579469335
BR-01363,Local Road,Prestressed Concrete,2019,5,75,Rural Mountain,Mild,0.0121,9,0,9490,2930.0,35,28,0.0,0.0,58.7,58.6,17.3,1.13,0.49,2020-10-16,23.4,1.7870255999999993,0.15771003473197256
BR-01364,Local Road,Steel (A514 HY),1980,44,75,Coastal Florida,Severe,0.1168,5,0,3407,756.0,760,690,4.5e-12,3.2,23.5,18.4,54.7,0.28,0.2,2021-07-24,4.8,0.8985599999999999,1.1102230246251565e-16
BR-01365,Railroad,Reinforced Concrete,1983,41,75,Industrial Ohio,Moderate,0.0412,8,0,105,1382.0,25,20,0.0,0.0,45.0,43.3,78.6,0.26,0.09,2023-12-11,4.7,0.5747735700000001,0.06500157391358997
BR-01366,Pedestrian,FRP Composite,1991,33,50,Urban Midwest,Moderate,0.0231,8,0,13069,1481.0,600,500,0.0,0.0,16.6,15.8,15.7,0.54,0.28,2023-11-10,11.8,1.27942426,0.14318800586869143
BR-01367,Interstate,Steel (A588 Weathering),1959,65,75,Coastal Carolina,Severe,0.0449,7,0,22500,3648.0,485,345,5.2e-12,2.8,20.0,17.1,533.8,0.57,0.42,2021-10-07,6.8,1.8615999999999995,4.440892098500626e-16
BR-01368,Highway,Steel (A588 Weathering),1970,54,75,Desert Southwest,Mild,0.0063,9,0,17274,8692.0,485,345,5.2e-12,2.8,11.8,11.5,340.5,3.11,1.83,2020-03-12,62.2,10.788440000000001,1.7763568394002505e-15
BR-01369,Local Road,Prestressed Concrete,1959,65,75,Urban Northeast,Moderate,0.0228,8,0,5167,12448.0,35,28,0.0,0.0,52.0,50.5,122.6,3.71,2.03,2020-12-13,81.0,11.737932999999996,1.297783493410111
BR-01370,Highway,Steel (A588 Weathering),1957,67,75,Urban Northeast,Moderate,0.0351,7,0,9043,2392.0,485,345,5.2e-12,2.8,20.3,18.0,221.1,0.76,0.54,2023-04-02,6.3,2.23873,0.0
BR-01371,Local Road,Composite Steel-Concrete,1995,29,75,Desert Southwest,Mild,0.0138,9,0,6074,1386.0,400,230,6.5e-12,3.0,51.7,51.3,64.3,0.3,0.22,2023-07-14,6.8,0.9323599999999996,4.440892098500626e-16
BR-01372,Pedestrian,Prestressed Concrete,1978,46,100,Urban Midwest,Moderate,0.0173,9,0,11605,490.0,35,28,0.0,0.0,69.3,68.5,19.5,0.11,0.04,2023-06-17,2.6,0.27784976,0.023603106621832647
BR-01373,Interstate,Steel (A36),2005,19,100,Urban Northeast,Moderate,0.0402,8,0,8151,1931.0,450,250,6.9e-12,3.0,23.9,23.2,56.5,0.44,0.35,2022-08-09,7.1,1.2023700000000002,0.0
BR-01374,Highway,Steel (A36),1968,56,75,Coastal Texas,Severe,0.1095,5,0,26671,3236.0,450,250,6.9e-12,3.0,10.7,4.6,545.2,0.75,0.44,2021-02-04,6.6,2.02748,4.440892098500626e-16
BR-01375,Interstate,Aluminium Alloy,1986,38,60,Industrial Michigan,Moderate,0.0306,8,0,86967,3683.0,310,275,5e-12,3.1,32.7,31.5,1206.2,1.44,0.56,2021-12-16,19.4,2.921139840000001,0.31885442954872073
BR-01376,Local Road,Steel (A36),1993,31,75,Coastal Florida,Severe,0.108,6,0,843,1027.0,450,250,6.9e-12,3.0,22.0,18.7,9.5,0.39,0.15,2021-01-19,7.1,0.98813,1.1102230246251565e-16
BR-01377,Pedestrian,Steel (A36),1964,60,75,Coastal Florida,Severe,0.083,5,0,11747,2575.0,450,250,6.9e-12,3.0,11.2,6.2,25.7,0.7,0.56,2020-02-02,7.6,1.9842107999999998,0.2573258581220317
BR-01378,Pedestrian,Timber,1970,54,60,Coastal California,Moderate,0.0438,8,0,1555,9356.0,8,5,0.0,0.0,34.4,32.0,3.1,3.07,1.83,2022-07-05,60.7,8.700361420000002,0.9975142868584074
BR-01379,Local Road,Steel (A514 HY),1942,82,75,Urban Northeast,Moderate,0.0661,4,1,818,3322.0,760,690,4.5e-12,3.2,16.2,10.8,24.5,0.72,0.54,2023-06-07,16.4,3.3862400000000004,4.440892098500626e-16
BR-01380,Local Road,Reinforced Concrete,1984,40,60,Urban Northeast,Moderate,0.0463,8,0,891,460.0,25,20,0.0,0.0,62.0,60.2,13.0,0.1,0.07,2021-03-07,1.5,0.29900000000000004,0.0
BR-01381,Highway,Steel (A36),1985,39,75,Urban Midwest,Moderate,0.0595,7,0,13052,1179.0,450,250,6.9e-12,3.0,16.4,14.1,185.8,0.26,0.09,2022-08-02,4.3,0.6730099999999998,2.220446049250313e-16
BR-01382,Local Road,Composite Steel-Concrete,1958,66,100,Rural Midwest,Mild,0.0321,6,0,15026,3172.0,400,230,6.5e-12,3.0,44.3,42.2,362.0,0.62,0.22,2020-03-14,9.7,1.9242600000000003,2.220446049250313e-16
BR-01383,Highway,Reinforced Concrete,1980,44,60,Industrial New Jersey,Moderate,0.0471,8,0,5165,4281.0,25,20,0.0,0.0,51.4,49.4,82.9,1.3,0.75,2020-11-12,16.2,3.5916399999999986,1.3322676295501878e-15
BR-01384,Interstate,Reinforced Concrete,2016,8,60,Rural Midwest,Mild,0.0215,9,0,7470,670.0,25,20,0.0,0.0,60.5,60.3,21.8,0.18,0.06,2021-06-04,2.4,0.26720927999999994,0.024036646153271883
BR-01385,Pedestrian,Prestressed Concrete,1957,67,75,Urban Northeast,Moderate,0.0214,8,0,7067,705.0,35,28,0.0,0.0,69.3,67.9,17.3,0.18,0.1,2021-08-08,3.4,0.66014,1.1102230246251565e-16
BR-01386,Interstate,Steel (A36),1970,54,100,Coastal California,Moderate,0.0584,7,0,45770,492.0,450,250,6.9e-12,3.0,23.6,20.4,902.1,0.11,0.04,2021-10-14,1.4,0.24570096,0.03149200654144477
BR-01387,Interstate,Reinforced Concrete,1973,51,60,Rural Mountain,Mild,0.0145,9,0,44334,3007.0,25,20,0.0,0.0,45.2,44.4,825.3,0.95,0.42,2020-10-01,13.3,2.1115924700000006,0.18757955196118367
BR-01388,Interstate,Prestressed Concrete,1995,29,75,Industrial New Jersey,Moderate,0.0215,9,0,12950,4484.0,35,28,0.0,0.0,45.2,44.6,137.1,0.8,0.36,2020-02-08,19.3,2.235610000000001,8.881784197001252e-16
BR-01389,Interstate,Prestressed Concrete,1960,64,75,Rural Midwest,Mild,0.0237,8,0,10054,648.0,35,28,0.0,0.0,63.7,62.2,234.9,0.12,0.04,2020-09-06,1.1,0.2995200000000001,1.1102230246251565e-16
BR-01390,Highway,Composite Steel-Concrete,1994,30,75,Industrial Ohio,Moderate,0.0616,8,0,37827,2952.0,400,230,6.5e-12,3.0,41.7,39.9,414.2,0.82,0.34,2022-10-12,11.1,1.9408999999999994,4.440892098500626e-16
BR-01391,Railroad,Reinforced Concrete,1994,30,75,Rural South,Mild,0.0131,9,0,42,1754.0,25,20,0.0,0.0,69.6,69.2,23.0,0.53,0.31,2023-07-18,5.3,1.0283706000000004,0.09414540169923331
BR-01392,Highway,Prestressed Concrete,1974,50,100,Rural Midwest,Mild,0.0097,9,0,12062,1203.0,35,28,0.0,0.0,67.4,66.9,220.1,0.31,0.2,2021-11-26,3.6,0.7135979999999997,0.06553470926921091
BR-01393,Highway,Composite Steel-Concrete,1962,62,75,Industrial Ohio,Moderate,0.0402,7,0,9516,441.0,400,230,6.5e-12,3.0,65.2,62.7,215.3,0.16,0.07,2023-07-09,2.0,0.38957700000000006,0.04847934035194787
BR-01394,Highway,Steel (A36),1959,65,75,Coastal Texas,Severe,0.1115,3,1,18607,569.0,450,250,6.9e-12,3.0,10.2,3.0,441.5,0.09,0.05,2022-07-16,1.3,0.2918500000000001,5.551115123125783e-17
BR-01395,Local Road,Reinforced Concrete,1997,27,50,Industrial Michigan,Moderate,0.0452,8,0,1456,1542.0,25,20,0.0,0.0,63.5,62.2,14.3,0.61,0.23,2022-02-18,7.4,1.1018760600000002,0.12237434428032705
BR-01396,Interstate,Steel (A36),1933,91,75,Coastal Florida,Severe,0.1162,1,1,74205,2293.0,450,250,6.9e-12,3.0,23.0,12.4,2464.7,0.41,0.14,2020-02-13,4.5,1.2200042500000003,0.0855820214677709
BR-01397,Local Road,Stainless Steel 316L,1995,29,50,Coastal Florida,Severe,0.0168,8,0,1733,4580.0,515,205,3.1e-12,3.2,11.3,10.9,18.3,1.59,1.09,2023-04-28,13.4,3.9891799999999993,8.881784197001252e-16
BR-01398,Local Road,Timber,1982,42,75,Industrial Michigan,Moderate,0.0364,8,0,2349,1349.0,8,5,0.0,0.0,32.1,30.6,36.0,0.38,0.29,2021-06-03,8.6,1.34056,0.0
BR-01399,Highway,Composite Steel-Concrete,2002,22,60,Pacific Northwest,Mild,0.0443,9,0,12295,428.0,400,230,6.5e-12,3.0,40.3,39.3,98.7,0.11,0.08,2021-03-03,2.1,0.24243568000000004,0.020678982878623416
BR-01400,Interstate,Steel (A36),1946,78,50,Industrial Michigan,Moderate,0.0403,7,0,23794,1075.0,450,250,6.9e-12,3.0,15.7,12.5,677.4,0.37,0.22,2022-03-03,7.9,1.3057114999999995,0.162827350114069
BR-01401,Highway,Reinforced Concrete,1950,74,75,Coastal California,Moderate,0.0213,8,0,58425,1086.0,25,20,0.0,0.0,45.3,43.7,1578.1,0.26,0.18,2020-03-22,5.3,0.8833803000000002,0.10115112854464652
BR-01402,Highway,Composite Steel-Concrete,1987,37,60,Urban West,Mild,0.03,8,0,13668,2239.0,400,230,6.5e-12,3.0,45.8,44.7,184.6,0.67,0.35,2020-04-08,5.5,1.5905500000000001,0.0
BR-01403,Pedestrian,Steel (A36),1970,54,75,Coastal California,Moderate,0.0661,6,0,14245,2898.0,450,250,6.9e-12,3.0,13.6,10.0,28.1,0.96,0.63,2023-08-16,22.9,3.1471364399999993,0.4179638281151823
BR-01404,Interstate,Timber,1979,45,50,Urban Northeast,Moderate,0.0683,7,0,118846,1813.0,8,5,0.0,0.0,22.9,19.8,1952.0,0.37,0.12,2022-01-26,4.9,0.7706083,0.09710941831660823
BR-01405,Interstate,Composite Steel-Concrete,1968,56,75,Rural Midwest,Mild,0.0404,7,0,7568,4041.0,400,230,6.5e-12,3.0,50.9,48.7,154.7,0.86,0.3,2021-06-23,8.8,2.1486400000000003,0.0
BR-01406,Interstate,Steel (A36),1985,39,75,Coastal Florida,Severe,0.1324,6,0,9044,2656.0,450,250,6.9e-12,3.0,17.7,12.6,128.7,0.61,0.26,2022-09-13,11.1,1.6937700000000004,4.440892098500626e-16
BR-01407,Pedestrian,Composite Steel-Concrete,1976,48,50,Urban Midwest,Moderate,0.0314,7,0,7037,1066.0,400,230,6.5e-12,3.0,59.0,57.5,12.3,0.32,0.24,2022-12-12,3.9,0.9713600000000003,2.220446049250313e-16
BR-01408,Local Road,Timber,2006,18,75,Desert Southwest,Mild,0.0219,9,0,2410,2973.0,8,5,0.0,0.0,26.7,26.3,15.8,0.64,0.26,2021-02-04,15.4,1.21039704,0.10207240464043946
BR-01409,Highway,Prestressed Concrete,1996,28,75,Urban Northeast,Moderate,0.0344,8,0,45847,1675.0,35,28,0.0,0.0,65.3,64.3,468.6,0.47,0.17,2023-02-11,8.6,0.9288916800000002,0.10238882321803684
BR-01410,Highway,Cast Iron,2001,23,75,Desert Southwest,Mild,0.0056,9,0,21540,1229.0,200,130,1.2e-11,3.8,14.3,14.1,180.8,0.21,0.14,2020-03-01,3.9,0.4539462800000001,0.039396506574465445
BR-01411,Local Road,Reinforced Concrete,1967,57,75,Coastal Texas,Severe,0.0453,7,0,14815,1334.0,25,20,0.0,0.0,48.3,45.7,308.2,0.34,0.2,2020-03-05,4.0,0.8403456000000001,0.10747610532578859
BR-01412,Highway,Timber,1976,48,60,Desert Southwest,Mild,0.0144,9,0,21370,2235.0,8,5,0.0,0.0,29.8,29.1,374.4,0.39,0.17,2021-07-21,9.1,1.0314886400000003,0.08514976933853904
BR-01413,Pedestrian,Reinforced Concrete,1992,32,100,Industrial Michigan,Moderate,0.0381,8,0,2388,1606.0,25,20,0.0,0.0,62.4,61.2,2.8,0.35,0.11,2022-11-10,3.6,0.7477599999999998,2.220446049250313e-16
BR-01414,Interstate,Prestressed Concrete,1977,47,60,Coastal Texas,Severe,0.0486,7,0,42802,674.0,35,28,0.0,0.0,61.8,59.5,734.3,0.21,0.14,2022-07-24,5.0,0.6413355000000001,0.08072694776838774
BR-01415,Highway,Steel (A514 HY),1986,38,100,Coastal Texas,Severe,0.1138,6,0,49225,4949.0,760,690,4.5e-12,3.2,23.8,19.4,682.8,1.27,0.39,2023-07-06,29.6,3.1298367199999997,0.41119946037119465
BR-01416,Interstate,Aluminium Alloy,1981,43,50,Industrial New Jersey,Moderate,0.0149,9,0,49528,1478.0,310,275,5e-12,3.1,21.1,20.5,777.3,0.56,0.31,2020-07-14,9.2,1.6452799999999999,2.220446049250313e-16
BR-01417,Highway,Prestressed Concrete,1991,33,60,Coastal Florida,Severe,0.0348,7,0,38995,534.0,35,28,0.0,0.0,64.5,63.4,469.7,0.11,0.07,2023-01-24,2.5,0.3412500000000001,5.551115123125783e-17
BR-01418,Highway,Steel (A36),2003,21,75,Industrial Michigan,Moderate,0.0711,8,0,18079,433.0,450,250,6.9e-12,3.0,11.4,9.9,138.6,0.12,0.1,2021-06-21,2.8,0.29536072,0.033580808997425896
BR-01419,Interstate,Reinforced Concrete,1977,47,75,Coastal Texas,Severe,0.05,7,0,58098,1024.0,25,20,0.0,0.0,41.3,39.0,996.7,0.31,0.25,2023-07-18,3.3,0.9296299999999998,2.220446049250313e-16
BR-01420,Railroad,FRP Composite,1989,35,60,Coastal California,Moderate,0.04,8,0,20,914.0,600,500,0.0,0.0,36.8,35.4,12.8,0.19,0.14,2021-06-09,2.7,0.4490785500000001,0.051961140939912956
BR-01421,Interstate,Reinforced Concrete,1971,53,50,Industrial New Jersey,Moderate,0.0228,8,0,19138,896.0,25,20,0.0,0.0,65.4,64.1,370.2,0.23,0.08,2022-10-21,3.9,0.54723697,0.06280315803775396
BR-01422,Highway,Stainless Steel 316L,1975,49,60,Urban Northeast,Moderate,0.006,8,0,38310,609.0,515,205,3.1e-12,3.2,16.3,16.0,685.2,0.21,0.08,2022-05-27,1.8,0.39907663999999987,0.04563730169867189
BR-01423,Local Road,Reinforced Concrete,1965,59,75,Coastal California,Moderate,0.055,7,0,1980,1368.0,25,20,0.0,0.0,50.3,47.1,42.6,0.47,0.26,2021-02-11,4.8,1.3171599999999999,0.0
BR-01424,Railroad,Timber,1971,53,75,Desert Southwest,Mild,0.0207,9,0,97,1048.0,8,5,0.0,0.0,18.1,17.0,93.8,0.16,0.11,2022-10-12,1.4,0.3550423,0.03269137236298899
BR-01425,Interstate,Composite Steel-Concrete,1982,42,50,Urban Midwest,Moderate,0.0332,8,0,20547,2743.0,400,230,6.5e-12,3.0,56.6,55.2,315.0,1.0,0.59,2023-09-09,17.4,2.4649216799999993,0.2815806660735186
BR-01426,Railroad,Prestressed Concrete,2008,16,75,Rural South,Mild,0.0259,9,0,42,3172.0,35,28,0.0,0.0,55.0,54.5,12.3,0.63,0.28,2021-06-23,12.5,1.1446319999999996,0.09624564148053671
BR-01427,Highway,Steel (A36),1942,82,60,Industrial Michigan,Moderate,0.0472,7,0,13366,12249.0,450,250,6.9e-12,3.0,10.4,6.5,400.0,4.7,3.54,2021-12-26,87.8,16.91253784,2.11852692291298
BR-01428,Highway,Steel (A36),1970,54,75,Industrial Ohio,Moderate,0.068,7,0,8855,2042.0,450,250,6.9e-12,3.0,17.6,13.9,174.5,0.36,0.26,2023-02-12,9.0,1.2068672,0.15425809858338077
BR-01429,Pedestrian,Stainless Steel 316L,1973,51,75,Rural Mountain,Mild,0.0035,8,0,7052,3995.0,515,205,3.1e-12,3.2,11.5,11.3,13.1,0.86,0.34,2023-01-26,12.4,1.93629708,0.22955335691511908
BR-01430,Railroad,Composite Steel-Concrete,1958,66,50,Coastal Texas,Severe,0.1113,2,1,56,2350.0,400,230,6.5e-12,3.0,67.6,60.3,67.5,0.89,0.44,2020-10-10,10.5,2.6298999999999997,4.440892098500626e-16
BR-01431,Interstate,Reinforced Concrete,1945,79,100,Urban Midwest,Moderate,0.0235,7,0,107173,1554.0,25,20,0.0,0.0,47.4,45.6,3090.3,0.33,0.21,2022-03-13,6.1,1.3284699999999998,2.220446049250313e-16
BR-01432,Pedestrian,Stainless Steel 316L,1971,53,60,Coastal California,Moderate,0.0154,9,0,13163,969.0,515,205,3.1e-12,3.2,21.4,20.5,25.5,0.3,0.15,2022-04-04,3.5,0.6534211000000002,0.0645332649132213
BR-01433,Highway,Timber,1973,51,60,Rural Midwest,Mild,0.0177,7,0,32115,1024.0,8,5,0.0,0.0,28.3,27.4,597.8,0.24,0.15,2021-05-23,3.5,0.7390500000000001,1.1102230246251565e-16
BR-01434,Interstate,Steel (A588 Weathering),1961,63,60,Urban Northeast,Moderate,0.0182,8,0,35397,1834.0,485,345,5.2e-12,2.8,17.8,16.7,814.0,0.65,0.23,2021-09-05,15.2,2.38888,0.0
BR-01435,Pedestrian,Prestressed Concrete,1989,35,100,Coastal Florida,Severe,0.0584,7,0,8798,3781.0,35,28,0.0,0.0,62.6,60.5,11.2,1.15,0.5,2023-06-05,24.5,2.742202,0.3427190238267348
BR-01436,Highway,Steel (A36),1964,60,100,Coastal Carolina,Severe,0.0896,5,0,44146,1168.0,450,250,6.9e-12,3.0,12.7,7.4,966.8,0.46,0.33,2021-07-28,8.9,1.7211999999999998,2.220446049250313e-16
BR-01437,Highway,Composite Steel-Concrete,1946,78,50,Industrial Ohio,Moderate,0.0774,4,1,41738,347.0,400,230,6.5e-12,3.0,55.7,49.6,1188.3,0.13,0.07,2023-12-11,1.1,0.3378441800000001,0.0416797829013492
BR-01438,Interstate,Steel (A36),1939,85,50,Desert Southwest,Mild,0.0175,9,0,13511,2025.0,450,250,6.9e-12,3.0,11.9,10.5,419.2,0.77,0.57,2022-02-28,8.1,2.63705,0.0
BR-01439,Interstate,Prestressed Concrete,1979,45,75,Rural Midwest,Mild,0.0105,8,0,10937,1085.0,35,28,0.0,0.0,50.1,49.6,179.6,0.25,0.12,2020-03-27,4.2,0.5905276,0.06592103342264893
BR-01440,Interstate,Prestressed Concrete,1988,36,60,Rural South,Mild,0.0302,8,0,12202,5723.0,35,28,0.0,0.0,52.5,51.4,160.3,1.92,1.49,2020-12-09,15.5,4.245363200000002,0.48904292071759936
BR-01441,Highway,Timber,1959,65,75,Rural Midwest,Mild,0.0212,7,0,14854,1810.0,8,5,0.0,0.0,32.0,30.6,352.4,0.51,0.16,2021-09-16,5.3,1.10793545,0.13415725905607948
BR-01442,Highway,Composite Steel-Concrete,2017,7,75,Rural Mountain,Mild,0.019,8,0,31579,2417.0,400,230,6.5e-12,3.0,45.7,45.6,80.7,0.46,0.15,2022-10-20,6.5,0.8521499999999999,1.1102230246251565e-16
BR-01443,Highway,Prestressed Concrete,1961,63,60,Urban Midwest,Moderate,0.0303,8,0,16245,1779.0,35,28,0.0,0.0,54.1,52.2,373.6,0.7,0.42,2020-12-26,15.9,2.7582099999999987,8.881784197001252e-16
BR-01444,Railroad,Reinforced Concrete,1975,49,75,Rural Midwest,Mild,0.018,9,0,13,3236.0,25,20,0.0,0.0,69.4,68.5,11.6,1.29,0.95,2022-11-18,11.1,2.8649114900000003,0.26744224723315807
BR-01445,Local Road,Prestressed Concrete,2016,8,75,Coastal Texas,Severe,0.0547,9,0,1326,1800.0,35,28,0.0,0.0,48.0,47.6,3.9,0.61,0.46,2021-11-26,9.1,1.4856399999999998,2.220446049250313e-16
BR-01446,Interstate,Prestressed Concrete,1976,48,50,Urban Northeast,Moderate,0.0447,7,0,11649,1422.0,35,28,0.0,0.0,65.9,63.7,204.1,0.39,0.15,2023-08-16,9.6,1.09297368,0.13329438755236472
BR-01447,Interstate,Prestressed Concrete,1951,73,75,Rural Mountain,Mild,0.0105,8,0,8832,1619.0,35,28,0.0,0.0,51.8,51.0,235.3,0.35,0.25,2022-06-10,7.3,1.2012138699999997,0.1305737900745781
BR-01448,Interstate,Composite Steel-Concrete,1975,49,75,Urban Northeast,Moderate,0.0401,8,0,54862,867.0,400,230,6.5e-12,3.0,55.0,53.0,981.2,0.18,0.12,2020-01-26,4.4,0.54978428,0.06210281606554087
BR-01449,Local Road,Stainless Steel 316L,1966,58,75,Coastal Texas,Severe,0.0096,9,0,3599,4752.0,515,205,3.1e-12,3.2,19.2,18.6,76.2,1.31,0.78,2022-12-10,29.4,3.9238572800000004,0.365956280381263
BR-01450,Local Road,FRP Composite,1999,25,75,Pacific Northwest,Mild,0.0158,9,0,4394,2790.0,600,500,0.0,0.0,38.5,38.1,40.1,0.68,0.27,2021-12-24,5.6,1.124989,0.0945114857781847
BR-01451,Interstate,Steel (A588 Weathering),1965,59,60,Industrial New Jersey,Moderate,0.0288,8,0,16172,965.0,485,345,5.2e-12,2.8,12.2,10.5,348.3,0.2,0.08,2023-07-08,3.1,0.4905351300000001,0.0549132087169526
BR-01452,Highway,Reinforced Concrete,1974,50,100,Rural South,Mild,0.015,9,0,16818,4350.0,25,20,0.0,0.0,55.4,54.6,306.9,1.43,0.44,2021-09-05,27.2,3.3346519999999993,0.2894034938265258
BR-01453,Pedestrian,Prestressed Concrete,1987,37,100,Desert Southwest,Mild,0.0141,9,0,6132,1256.0,35,28,0.0,0.0,45.8,45.2,8.3,0.23,0.16,2020-10-04,4.7,0.5786177900000002,0.04767803678651105
BR-01454,Interstate,Prestressed Concrete,1977,47,60,Rural South,Mild,0.0125,9,0,27565,4726.0,35,28,0.0,0.0,63.5,62.9,472.9,1.64,0.69,2022-05-14,36.4,4.157175039999999,0.3700490424082172
BR-01455,Highway,Steel (A588 Weathering),1963,61,60,Coastal California,Moderate,0.0454,6,0,42118,1205.0,485,345,5.2e-12,2.8,12.9,10.2,937.8,0.38,0.15,2021-02-25,8.6,1.3709799999999999,4.440892098500626e-16
BR-01456,Highway,Steel (A36),2011,13,75,Coastal Carolina,Severe,0.1113,7,0,45128,4696.0,450,250,6.9e-12,3.0,14.5,13.1,214.1,1.75,1.01,2023-06-19,43.3,4.319769999999998,1.7763568394002505e-15
BR-01457,Interstate,Prestressed Concrete,1945,79,75,Pacific Northwest,Mild,0.0312,7,0,32490,1150.0,35,28,0.0,0.0,48.0,45.6,936.8,0.45,0.2,2022-07-15,7.6,1.625520000000001,8.881784197001252e-16
BR-01458,Interstate,Steel (A514 HY),1989,35,100,Rural Mountain,Mild,0.0272,8,0,19585,2674.0,760,690,4.5e-12,3.2,12.6,11.7,250.2,0.43,0.13,2021-07-25,5.8,0.9919000000000007,4.440892098500626e-16
